ថបនីយវត្ថុ,"<br>1). See: ឋបនីយវត្ថុ."
ចំណូលស្រា,"[cɑmnool sraa] [[ចំណូល]] [[ស្រា]] <br>1). to like to drink alcohol
ភោវាទី,"[pʰoovietii] <br>1). n Brahman. Tandart -- Tandart explains that Buddhists used this for Brahmans as a reproach or rebuke because the Brahmans often use the familiar term bho to address the Buddha. The use of bho by the Brahmans implies equality with or superiority to the Buddha.) Pali bhovādī 'one who says bho'"
ប្របេះ,"[prɑbeh] <br>1). p to pick
សង្វាត,"[sɑŋvaat] <br>1). p to apply oneself to something
រំចីដៃ,"[rumcəy day] <br>1). n arm joint."
ទំនួញ,"[tumnuəɲ] <br>1). n (words accompanied by) weeping/moaning
អធិកសុរទិន,"[ʔaʔtʰɨk soʔraʔ tɨn] [[អធិក]] [[សុរ]] [[ទិន]] <br>1). intercalary day (solar calendar). See: អធិកសូរ្យទិន"
សក់ក,"[sɑk kɑɑ] [[សក់]] [[ក]] <br>1). mane (horse or lion)."
វ៉ឺងវ៉ាង,"[vəəŋ-vaaŋ] <br>1a). i noise of loud speaking. See: វ៉ូងវ៉ាង <br>1b). a loudly."
វេស្តនពស្ត្រ,"<br>1). See: វេឋនពស្ត្រ."
បង្អង់,"[bɑŋʔɑŋ] <br>1). p to slow down or stop to await someone or something
អនុការី,"[ʔaʔnuʔkaarəy] <br>1). n assistant;<br> surgical nurse. Pali anukārin 'imitating
ថ្លាថ្លែង,"[tlaa tlaeŋ] [[ថ្លា]] [[ថ្លែង]] <br>1). to tell
ព្យួរទោស,"[pyuə tooh] [[ព្យួរ]] [[ទោស]] <br>1). to suspend a sentence"
អាឃោសន,"[ʔaakʰoosaʔnaʔ] <br>1). n propaganda
បង្គាប់,"[bɑŋkoap] <br>1a). p to command
ស្កាក,"[skaak] <br>1). n shelf or platform in the house for the storage of light objects."
សសន្លាង,"[sɑɑ sɑnlaaŋ] [[ស]] [[សន្លាង]] <br>1). clean white."
រហ័សរហែង,"[rɔhah-rɔhaeŋ] <br>1a). p quick (of work). <br>1b). a quickly."
បង្គេច,"[bɑŋkɨc] <br>1). p to bypass
ដង្ហើមចេញ,"[dɑŋhaəm cəɲ] [[ដង្ហើម]] [[ចេញ]] <br>1). expiration."
ខ្មៅស្ទើរ,"[kmav stǝǝ] [[ខ្មៅ]] [[ស្ទើរ]] <br>1). blackish."
ខ្មួញ,"[kmuəɲ] <br>1). n a kind of fruit used to make a black dye. See: មាក់ក្លឿ"
វិហង្គសត្វ,"[------ sat] [[វិហង្គ]] [[សត្វ]] <br>1). bird."
ទឹកភ្លៀងសម្បូរ,"[tɨk pliəŋ sɑmboo] [[ទឹកភ្លៀង]] [[សម្បូរ]] <br>1). abundant rain."
សម្លចាប់ឆាយ,"[sɑmlɑɑ cap cʰaay] [[សម្ល]] [[ចាប់ឆាយ]] <br>1). succotash."
តម្កល់សំណុំរឿង,"[tɑmkɑl sɑmnom rɨəŋ] [[តម្កល់]] [[សំណុំរឿង]] <br>1). to hold a case pending."
ប្លេង,"[pleɛŋ] <br>1). p to cause to sink in water
សង្វារ,"[sɑŋvaa] <br>1). n decorated band or rope worn crosswise over the shoulders."
ត្បូងឃ្មុំ,"[tbooŋ kmum] [[ត្បូង]] [[ឃ្មុំ]] <br>1). amber. Tandart"
ទះផ្ទប់,"[teah ptup] [[ទះ]] [[ផ្ទប់]] <br>1). to clamp down
កំពួរ,"[kɑmpuə] <br>1). p scarred
ជវនដ្ឋាន,"[ceaʔveaʔneaʔtʰaan] <br>1). n seat of the emotions. See: ជវនស្ថាន Pali javana;<br> ṭhāna"
ស្កាញ,"[skaaɲ] <br>1). p thick (stand of trees)
ទេសពណ៌នា,"[teehpoanaʔnie] <br>1). n cartography (art of mapping or describing an area). Sanskrit
សាមីចិបដិបន្ន,"[saamǝyceʔ ------] [[សាមីចិ]] [[Aបដិបន្ន]] <br>1). person who executes assignments correctly. See: សាមីចិបដិបន្នា"
ជីតាលា,"[cii taa lie] [[ជីតា]] [[លា]] <br>1). great-great-great-grandfather."
ញាតិគារវៈ,"[ɲiet kiereaʔveaʔ] [[ញាតិ]] [[គារវៈ]] <br>1). respect toward relatives or family."
ឃ្លៀងឃ្លាត,"[kliəŋ-kliet] <br>1). p separated
អបាយភូមិ,"[ʔaʔbaay pʰuum] [[អបាយ]] [[ភូមិ]] <br>1). hell."
សង្វាស,"[sɑŋvaah ~ saŋvaah] <br>1). n cohabitation
រង្គ,"[rʊəŋ] <br>1). n yellow resin (used as a pigment or antibiotic). <br>2). n pleasure
ស្អាងស្អាត,"[sʔaaŋ sʔaat] [[ស្អាង]] [[ស្អាត]] <br>1). to decorate beautifully and neatly;<br> properly decorated."
សិទ្ធិមន្ត,"[settʰiʔ~sət mʊən] [[សិទ្ធិ]] [[មន្ត]] <br>1). effective magic. See: សិទ្ឋិមន្ត្រ
ត្រួតបញ្ជី,"[truət bɑɲcii] [[ត្រួត]] [[បញ្ជី]] <br>1). to check the books or bookkeeping."
រយៈទទឹង,"[reaʔyeaʔtɔtɨŋ] <br>1). n latitude."
វិចិកិច្ឆាសម្បយុត្ត,"[viʔceʔkǝccʰaasampaʔyut] <br>1). n suspicious mind
មូលមិត្រ,"[muul ------] [[មូល]] [[មិត្រ]] <br>1). to be united or reunited (e.g. with friends
គាក់ដំណើរ,"[keak dɑmnaə] [[គាក់]] [[ដំណើរ]] <br>1). to be interrupted in travel plans. See: គាំងដំណើរ"
អចិរកាល,"[ʔaʔceʔraʔ kaal] [[អចិរ]] [[កាល]] <br>1). short time."
ទំនួល,"[tumnuəl] <br>1). n high ground. <br>2). = ទំនង."
ស្កាត,"[skaat] <br>1). p tasteless
គ្រូបង្ហាត់កាយសិក្សា,"[kruu bɑŋhat kaay sǝksaa] [[គ្រូបង្ហាត់]] [[កាយសិក្សា]] <br>1). instructor of physical education."
មជ្ឈមណ្ឌលភូមិភាគ,"[maccʰeaʔmʊəndʊəl pʰuum pʰiek] [[មជ្ឈមណ្ឌល]] [[ភូមិភាគ]] <br>1). regional center or office."
មូលប្បទានបត្រធនាគារ,"[muulappaʔtienaʔbat tʰeaʔniekie~tʰɔɔniekie] [[មូលប្បទានបត្រ]] [[ធនាគារ]] <br>1). check."
អាហារគវេសនា,"[ʔaahaa ------] [[អាហារ]] [[Aគវេសនា]] <br>1). searching for food."
ពិធីត្រួតពល,"[piʔtʰii truət pʊəl] [[ពិធី]] [[ត្រួតពល]] <br>1). review (of troops)."
សម្បួរមាស,"[sɑmbuə mieh] [[សម្បួរ]] [[មាស]] <br>1). kind of shrub (Acacia farnesiana) with fragrant flowers. It is usually grown around gates
លក្ខន្តិក,"[leakkʰanteʔkaʔ] <br>1). n statute
រលកដកពពារ,"[rɔlɔɔk dɑɑk pɔpie] [[រលក]] [[ដកពពារ]] <br>1). breaker (wave)."
ទោចក្រយានយន្ត,"[too cak yien yʊən] [[ទោចក្រយាន]] [[យន្ត]] <br>1). motorcycle."
ដំឡូងទឹក,"[dɑmlooŋ tɨk] [[ដំឡូង]] [[ទឹក]] <br>1). kind of potato or yam."
គគ្រាំ,"[kɔkroam] <br>1). i continuous sound of music or of waves hitting the beach."
ភូតកាល,"[pʰuutaʔkaal] <br>1). n the past
បរិចារកិច្ចទាហាន,"[paʔreʔcaa kəc tiehien] [[បរិចារកិច្ច]] [[ទាហាន]] <br>1). military service."
កោស​ដូង​,"<br>1). to shred coconut meat before extracting the juice from it."
បត្តាធារ,"[------ ʔaatʰie] [[Aបត្ត]] [[អាធារ]] <br>1). stand or support for a monk's begging bowl. See: បាត្រាធារ"
ឆ្មើង,"[cmaəŋ] <br>1). p proud
ជ្រួលច្រាល់,"[cruəl cral] [[ជ្រួល]] [[ច្រាល់]] <br>1). to panic."
ខ្មួរ,"[kmuə] <br>1a). p odoriferous
ស្ទើរភ្លើង,"[stǝǝ pləəŋ] [[ស្ទើរ]] [[ភ្លើង]] <br>1). insufficient fire or heat. <br>2). insufficient
សណ្ឋិត,"[sɑntʰət] <br>1). p to station
វនស្បតិ,"[veaʔnoahspaʔteʔ] <br>1). n tree
គ្រឹហាភិបាល,"[krɨʔhie ------] [[គ្រឹហា]] [[Iអភិបាល]] <br>1). house management;<br> house guard."
ងាស់មាត់,"[ŋoah moat] [[ងាស់]] [[មាត់]] <br>1). to be unable to speak up."
ដុតផ្ទះ,"[dot pteah] [[ដុត]] [[ផ្ទះ]] <br>1). to burn a house
គក់ដើមទ្រូង,"[kʊək daəm truuŋ] [[គក់]] [[ដើមទ្រូង]] <br>1). to pound one's chest."
ខ្មួល,"[kmuəl] <br>1). p twisted;<br> black
សំឡេងស្អា,"[sɑmleɛŋ sʔaa] [[សំឡេង]] [[ស្អា]] <br>1). rough voice (like the voice of a crow)."
វិធវា,"[viʔtʰeaʔvie] <br>1). n widow. Sanskrit
លោតអន្ទាក់,"[loot ʔɑnteak] <br>1). n name of a Khmer game for boys
ភ័យរអើល,"[pʰey rɔʔaəl] <br>1). n cowardice."
ចំពើប,"[cɑmpəəp] <br>1). p new
ការបដិវត្ត,"[kaapaʔdeʔvoat] <br>1). n revolution. See: បដិវត្ត."
មធ្យោបាយ,"[matyoobaay] <br>1). n means
ចោលកន្ទុយភ្នែកក្រឡេកបាញ់ចំមក ...,"<br>1). to glance at someone from the corner of the eye."
ពពេច,"[pɔpɨc] <br>1). n kind of small bird (Zosterops siamensis)."
ពភ្លុក,"[pɔpluk] <br>1). i sound of water dripping."
ជំនុំ,"[cumnum] <br>1). p to confer (with one another)
បណ្ដួល,"[bɑnduəl] <br>1). p to cause to fall. See: ដួល."
ក្រោមបង្អស់,"[kraom bɑŋʔɑh] [[ក្រោម]] [[បង្អស់]] <br>1). the lowest."
អាមន្តនកថា,"[ʔaamɑntaʔnaʔ kaʔtʰaa] [[អាមន្តន]] [[កថា]] <br>1). verbal invitation."
អតិចារិនី,"[ʔaʔteʔcaariʔnii] <br>1). n unfaithful wife. Pali ati-cārinī 'adulteress.'"
ស្ការ,"[skaa] <br>1). n small mammal resembling a weasel."
ខ្លែងគូក,"[klaeŋ kuuk] [[ខ្លែង]] [[គូក]] <br>1). kind of large owl."
ស្មាន់,"[sman] <br>1). n kind of deer (possibly Cervus schomburgki)."
ស្កាល,"[skaal] <br>1). p to alleviate
វិញ្ញុ,"[vɨɲɲuu] <br>1a). n well-educated person. <br>1b). p well-educated
បង្អែមមួយតុ,"[bɑŋʔaem muə yɔɔ tok] [[បង្អែម]] [[មួយ]] [[តុ]] <br>1). plateful of dessert."
រណូងរណាង,"[rɔnooŋ-rɔnaaŋ] <br>1). i repeated sound of a gong. <br>2a). p hasty. <br>2b). a hastily. <br>3a). p very angry. <br>3b). a in a very angry manner."
សំឡេងក្រអៅ,"[sɑmleɛŋ krɑʔav] [[សំឡេង]] [[ក្រអៅ]] <br>1). sharp voice. See: សំឡេងក្រឳ"
ពភ្លុង,"[pɔpluŋ] <br>1). i repeated sound of ភ្លុង."
ជាប់គ្នា,"[coap knie] [[ជាប់]] [[គ្នា]] <br>1). attached (together)
ជាន់ទន្សា,"[coan tʊənsaa] [[ជាន់]] [[ទន្សា]] <br>1). to be born on the same date;<br> to have the same name."
រាជទាន,"[riec tie nɔɔ] [[រាជ]] [[ទា]] [[ន]] <br>1). royal gift;<br> to give"
កាយវិកល,"[kaayaʔviʔkɑl] <br>1a). n invalid
ងាដាវ,"[ŋie daav] [[ងា]] [[ដាវ]] <br>1). to brandish a saber."
ប្រឡាក់ត្រី,"[prɑlak trəy] [[ប្រឡាក់]] [[ត្រី]] <br>1). to salt fish."
ឡោមវាយប្រហារ,"[laom viey~vay prɑhaa] [[ឡោម]] [[វាយប្រហារ]] <br>1). to ambush
សប់ខ្យល់,"[sɑp kyɑl~kcɑl] [[សប់]] [[ខ្យល់]] <br>1). to pump in air."
ទំនេរមាត់,"[tumnee moat] [[ទំនេរ]] [[មាត់]] <br>1). to keep quiet
ខ្យងស្មិត,"[kyɑɑŋ~kcɑɑŋ smǝt] [[ខ្យង]] [[ស្មិត]] <br>1). oyster. Tandart"
ឱសថាល័យ,"[ʔaosoʔtʰaalay] <br>1). n dispensary."
អត្ត,"[ʔattaʔ] <br>1). n self
រដូវរាំង,"[rɔdəv reaŋ] [[រដូវ]] [[រាំង]] <br>1). dry season."
អត្ថ,"[ʔattʰaʔ] <br>1). n meaning
បង្ហប់,"[bɑŋhɑp] <br>1). p to cause to become stuffy. See: ហប់."
ដួងព្រះអាទិត្យ,"[duəŋ preah ʔaatɨt] [[ដួង]] [[ព្រះអាទិត្យ]] <br>1). sun
ទ្រុលទ្រុប,"[trul trup] [[ទ្រុល]] [[ទ្រុប]] <br>1). very thick
មិនតែប៉ុណ្ណោះ,"[សោត :: mɨn tae ponnɑh saot ] [[សោត]] [[::]] [[មិន]] [[តែប៉ុណ្ណោះ]] [[សោត]] <br>1). not only that<br>#..). not only that
គ្រូបង្រៀន,"[kruu bɑŋriən] [[គ្រូ]] [[បង្រៀន]] <br>1). teacher
កណ្ដៀងស្វាយ,"[kɑndiəŋ svaa yɔɔ] [[កណ្ដៀង]] [[ស្វាយ]] <br>1). amethyst."
សិខិន,"[seʔkʰən] <br>1). n fire;<br> peacock;<br> child with a tuft of hair on the head (poet.). See: សិខី Sanskrit ṡikhin"
វាក្យសព្ទ,"[viekyaʔ sap] [[វាក្យ]] [[សព្ទ]] <br>1). vocabulary. See: ពាក្យសព្ទ"
ពពេន,"[pɔpeen] <br>1a). p to intertwine (as snakes)
បន្ទោះប្រហុក,"[bɑntʊəh prɑhok] <br>1). n kind of spicy soup consisting of salt and preserved fish. See: បន្ទោះព្រហក់"
ដួលសន្លប់,"[duəl sɑnlɑp] [[ដួល]] [[សន្លប់]] <br>1). to fall down in a faint."
រ៉ែត,"[raet] <br>1). p very sour. អម្ពិលជូរ រ៉ែត។ The tamarind is very sour. <br>2). n facial expression made when eating something sour;<br> facial expression showing discontent."
រតនភណ្ឌ,"[rɔɔt nɔɔ pʰoandeaʔ~pʰoan] [[រត]] [[ន]] [[ភណ្ឌ]] <br>1). jewelry business."
រកស៊ីកប,"[rɔɔk sii kɑɑp] [[រកស៊ី]] [[កប]] <br>1). to succeed in daily work (or business)."
អន្ធោភាស,"[ʔɑntʰoopʰieh] <br>1). p phosphorescent. Sanskrit
ជែកវែក,"[cɛɛk vɛɛk] [[ជែក]] [[វែក]] <br>1). to separate something from something else."
ក្នុងកន្លះម៉ោង,"[knoŋ kɑnlah maoŋ] [[ក្នុង]] [[កន្លះម៉ោង]] <br>1). within one half hour
ឧក្កដ្ឋ,"[ʔukkattʰaʔ] <br>1). p heavy
អ្នកសមភូមិមាត្រ,"[neak sɑɑ mɔɔ pʰuum miet] [[អ្នក]] [[សម]] [[ភូមិ]] [[មាត្រ]] <br>1). one who practices planimetry."
មូគភាសា,"[muukeaʔpʰiesaa] <br>1). n pantomime. Pali mūga 'dumb;' bhāsā"
និចុតសិលា,"[niʔcoʔtaʔseʔlaa] <br>1). n stalagmite."
នាគមាណវី,"[niek mieneaʔvii] [[នាគ]] [[មាណវី]] <br>1). naga's daughter in human form. See: នាគមាណវិកា poss. rel. to Pa. nāgamāṇavaka 'young naga.'"
អវជាត,"[ʔaʔveaʔciet] <br>1). p lower (of social class)
គណៈកម្មាធិការសាម្គីធម៌,"[keaʔnaʔ kammaatʰiʔkaa ------] [[គណៈ]] [[កម្មាធិការ]] [[សាម្គីធម៌]] <br>1). solidarity committee."
ពិស្សុត,"[pɨhsot] <br>1). p famous
ដាំសសរ,"[dam sɑsɑɑ] [[ដាំ]] [[សសរ]] <br>1). to set up a column (or pillar)."
អ្នកស្មាក្តី,"[neak smaa kdǝy] [[អ្នក]] [[ស្មាក្តី]] <br>1). lawyer."
បាឡី,"<br>1). See: បាលី."
ស៊ីវេលា,"[sii veelie] [[ស៊ី]] [[វេលា]] <br>1). time consuming;<br> to waste time."
ច្រួចទឹក,"[cruəc tɨk] [[ច្រួច]] [[ទឹក]] <br>1). to sprinkle water;<br> to pour a libation."
ធរណីទ្វារ,"[tʰɔɔreaʔniitvie] <br>1). n threshold
អត្រ,"[ʔaʔtraa] <br>1). n quota
មាសថ្លើមថ្លៃ,"[mieh tlaəm tlay] [[មាសថ្លើម]] [[ថ្លៃ]] <br>1). dearest (one)
ពពេល,"[pɔpeel] <br>1). n kind of tree (Hopea odorata or Shorea cochinchinensis). The easily worked wood is much used in boat building and the leaves are put into palm juice as a preservative."
ធុរកិច្ច,"[tʰuʔreaʔ kəc] [[ធុរៈ]] [[កិច្ច]] <br>1). work
អ័ព្ទ,"[ʔap] <br>1). n fog
ពុំសូវល្អ,"[pum sǝv lʔɑɑ] [[ពុំ]] [[សូវ]] [[ល្អ]] <br>1). not very good
សម្រេចសម្រាន្ត,"[sɑmrac sɑmraan] [[សម្រេច]] [[សម្រាន្ត]] <br>1). to live peacefully."
ព្រែអំបោះ,"[prɛɛ ʔɑmbɑh] [[ព្រែ]] [[អំបោះ]] <br>1). cotton cloth."
ទង់ហ៊ា្វ,"[tʊəŋ vie] <br>1). n alloy of copper and zinc or copper and gold (or silver)
ចាំចិត្ត,"[cam cət] [[ចាំ]] [[ចិត្ត]] <br>1). to have feelings for each other."
មហាសង្គ្រាម,"[meaʔhaasɑŋkriem] <br>1). n great war. Sanskrit mahā;<br> saṁgrāma 'war.'"
កុក,"[kok] <br>1). p to sit very quietly and sleepily
ចេកមួយស្ទង,"[ceɛk muə yɔɔ stɔɔŋ] [[ចេក]] [[មួយ]] [[ស្ទង]] <br>1). bunch of bananas.<br>#..). one cluster of bananas."
តរៀងទៅ,"[tɑɑ riəŋ tɨv~toh] [[ត]] [[រៀងទៅ]] <br>1). from now on<br>#..). from now on
អភិហារិន,"[ʔaʔpʰiʔhaarin] <br>1). n robber. See: អភិហារិនី See: អភិហារី Pali abhihārin ?"
សទ្ធាធន,"[sattʰie tʰʊən] [[សទ្ធា]] [[ធន]] <br>1). generosity considered as wealth."
រដ្ឋាភិបាល,"[roattʰaapʰiʔbaal] <br>1). n government. Pali raṭṭha;<br> Sanskrit abhipāla 'protector.'"
មេឃងងឹត,"[meek ŋɔŋɨt] [[មេឃ]] [[ងងឹត]] <br>1). dark sky
ផ្អៀង,"[pʔiəŋ] <br>1). p to incline
រថទំនិញ,"[rʊət tumnɨɲ] [[រថ]] [[ទំនិញ]] <br>1). truck
ហត្ថប្បហារ,"[hat ------] [[ហត្ថ]] [[Qប្រហារ]] <br>1). killing with the bare hands."
កាន់សាសនា,"[kan saasnaa] [[កាន់]] [[សាសនា]] <br>1). to be a religious disciple."
