#desc	2022 version of the <a href="https://play.google.com/store/apps/details?id=com.optimiskh.chuonnathdictionary&hl=en-US">Chuon Nath Digital Dictionary</a>
#priority	1
#word	khph	def
អវិរុទ្ធ—	[អៈ-វិ-រុត-ធៈ—]	<ul><li>(<strong>ម.ព.</strong> អវិរុទ្ធ) បើរៀងភ្ជាប់ពីខាងដើមសព្ទដទៃ។</li></ul>
អវិរូឡ្ហ	[អៈ-វិ-រូល-ហៈ]	<ul><li>(<strong>បា.</strong>; <strong>សំ.</strong> អវិរូឍ)<strong>គុ.</strong> ដែលមិនដុះ, មិនលូត, មិនលាស់, មិនលូតលាស់; មិនចម្រើន។</li></ul>
អវិរូឡ្ហធម៌	[អៈ-វិ-រូល-ហៈ-ធ័រ]	<ul><li><strong>ន.</strong> អ្នកដែលមានធម៌មិនលូតលាស់ គឺអ្នកដែលរៀនធម៌មិនចាំ, មិនចេះ។</li></ul>
អវិរូឡ្ហវិទ្យ	[អៈ-វិ-រូល-ហៈ-វិត]	<ul><li><strong>ន.</strong> អ្នកដែលមានវិជ្ជាមិនលូតលាស់ គឺអ្នកដែលរៀនវិជ្ជាមិនចេះ។</li></ul>
អវិរោធ	[អៈ-វិ-រោត]	<ul><li>(<strong>សំ.បា.</strong>)<strong>ន.</strong> សេចក្ដីមិនពិរោធ; ដំណើរឥតកំហុស, ឥតសេចក្ដីស្អប់; អ្នកដែលឥតពិរោធ, ឥតកំហុស។(<strong>ព.ផ្ទ.</strong> ពិរោធ, វិរោធ)។</li></ul>
អវិរោធនៈ	[អៈ-វិ-រោ-ធៈ-នៈ]	<ul><li>(<strong>សំ.បា.</strong> អវិរោធន)<strong>ន.</strong> សេចក្ដីមិនពិរោធ; ការមិនបំពានលើធម៌លើច្បាប់<em> :អវិរោធនៈជារាជធម៌ទីដប់ក្នុងទសពិធរាជធម៌។(</em><strong>ម.ព.</strong> ទសពិធរាជធម៌ ផង)។</li></ul>
អវិរោធន៍	[អៈ-វិ-រោត]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> អវិរោធនៈ)។</li></ul>
អវិសារទ	[អៈ-វិ-សា-រ៉ៈ-ទៈ]	<ul><li>(<strong>បា.</strong> អវិសារទ; <strong>សំ.</strong> អវិឝារទ)<strong>គុ.</strong> ដែលមិនក្លៀវក្លា, មិនអង់អាច, មិនឈ្លាសវៃ ក្នុងការនិយាយស្ដីឬក្នុងការជជែក (ក្នុងទីប្រជុំ)<em> :មនុស្សអវិសារទៈ។(</em><strong>ព.កា.</strong> ប្រើជា អវិសារទោ ក៏បាន; ស្ត្រីជា អវិសារទា)។</li><li><strong>ន.</strong> អ្នកមូរមុខ; មនុស្សអឹមអៀម; មនុស្សមិនលុះជំនុំឬមិនលះជំនុំ។</li></ul>
អវិសារទភាព	[អៈ-វិ-សា-រ៉ៈ-ទៈ-ភាប]	<ul><li><strong>ន.</strong> ភាពជាអ្នកមិនក្លៀវក្លា, មិនអង់អាច។(<strong>ព.ផ្ទ.</strong> វិសារទភាព)។</li></ul>
អវិសារទា	[អៈ-វិ-សា-រ៉ៈ-ទា]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> អវិសារទ)។</li></ul>
អវិសារទោ	[អៈ-វិ-សា-រ៉ៈ-ទោ]	<ul><li><strong>គុ.</strong> (<strong>ម.ព.</strong> អវិសារទ)។</li></ul>
អវិសារទៈ	[អៈ-វិ-សា-រ៉ៈ-ទៈ]	<ul><li><strong>គុ.</strong> (<strong>ម.ព.</strong> អវិសារទ)។</li></ul>
អវិស្សាសិក	[អៈ-វិស-សា-សិ-កៈ] ឬ [អៈ-វិស-សា-សិក]	<ul><li>(<strong>បា.</strong>; <strong>សំ.</strong> អវិឝ្វាសិក)<strong>គុ.</strong> ដែលមិនមានវិស្សាសៈ, ដែលមិនប្រកបដោយសេចក្ដីស្និទ្ធស្នាល<em> :មនុស្សអវិស្សាសិក។(បើស្ត្រីជា អវិស្សាសិកា។ </em><strong>ព.ផ្ទ.</strong> វិស្សាសិក; វិស្សាសិកា)។</li></ul>
អវិស្សាសិកដ្ឋាន	[អៈ-វិស-សា-សិ-ក័ត-ឋាន]	<ul><li><strong>ន.</strong> ទីដែលមិនមានវិស្សាសៈ។(<strong>ព.ផ្ទ.</strong> វិស្សាសិកដ្ឋាន)។</li></ul>
អវិស្សាសិកា	[អៈ-វិស-សា-សិ-កា]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> អវិស្សាសិក)។</li></ul>
អវិហា	[អៈ-វិ-ហា]	<ul><li>(<strong>បា.</strong>)<strong>ន.</strong> ឈ្មោះព្រហ្មលោកជាន់សុទ្ធាវាសទី ១ជាលំនៅនៃពួកព្រហ្មជាអនាគាមិបុគ្គល<em> :ឋានអវិហា (</em><strong>ព.ពុ.</strong>)។</li></ul>
អវិហិង្សា	[អៈ-វិ-ហិង-សា]	<ul><li>(<strong>សំ.បា.</strong> អវិហឹសា ឬ អវិហេសា)<strong>ន.</strong> ការមិនបៀតបៀនគេ, ការមិនធ្វើគេឱ្យបានសេចក្ដីទុក្ខលំបាក, ការមិនធ្វើទុក្ខបុកម្នេញគេ<em> :មនុស្សត្រូវប្រើសត្វពាហនៈដោយអវិហិង្សា; អវិហេសាជាធម៌សំខាន់របស់មនុស្ស។(</em><strong>វេវ.</strong> អហិង្សា, អហេសា <strong>ព.ផ្ទ.</strong> ហិង្សា, វិហិង្សា, វិហេសា។ <strong>ម.ព.</strong> ទសពិធរាជធម៌ ផង)។</li></ul>
អវិហឹសា	[អៈ-វិ-ហិង-សា]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> អវិហិង្សា)។</li></ul>
អវិហឹសាអវិហេសា	[អៈ-វិ-ហិង-សា]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> អវិហិង្សា)។</li></ul>
អវិហេសា	[អៈ-វិ-ហេ-សា]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> អវិហិង្សា)។</li></ul>
អវីចី	[អៈ-វី-ចី]	<ul><li>(<strong>សំ.បា.</strong> អវីចិ នរកមានអណ្ដាតភ្លើងឥតស្រាក)<strong>ន.</strong> ឈ្មោះរណ្ដៅនរកធំមួយ ក្នុងពួកនរកធំទាំង៨រណ្ដៅ (សត្វដែលមានបាបធ្ងន់ តែងទៅកើតក្នុងនរកនេះ)។ ប្រើតាមទម្លាប់ថា នរកអវិចី ឬ អវិចីនរក។</li></ul>
អវីតិក្កម	[អៈ-វី-តិក-កៈ-ម៉ៈ]	<ul><li>(<strong>បា.</strong> ឬ <strong>សំ.</strong> <strong>ក្ល.</strong>, <strong>សំ.</strong> អវ្យតិក្រម)<strong>ន.</strong> ការមិនកន្លងឬមិនល្មើសបញ្ញត្តិ, ការមិនបំពានច្បាប់។(សរសេរជា អវីតិក្កមៈឬអវីតិក្រមៈ ក៏បាន <strong>ព.ផ្ទ.</strong> វីតិក្កមឬវីតិក្រម)។</li></ul>
អវីតិក្កមចេតនា	[អៈ-វី-តិក-កៈ-ម៉ៈ-ចេ-តៈ-ណា]	<ul><li><strong>ន.</strong> ចេតនាដែលប្រុងប្រយ័ត្នមិនបម្រុងនឹងកន្លងឬបំពានលើបញ្ញត្តិ។(<strong>ព.ផ្ទ.</strong> វីតិក្កមចេតនា)។</li></ul>
អវីតិក្រម	[អៈ-វី-តិក-ក្រៈ-ម៉ៈ]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> អវីតិក្កម)។</li></ul>
អវេក្ខណវិធី	[អៈ-វេក-ខៈ-ណៈ-វិ-ធី]	<ul><li><strong>ន.</strong> (<strong>អ.សិ.</strong>) វិធីតែងនិពន្ធមួយបែបដែលកវី អ្នកនិពន្ធ ប្រើដោយលើកយកហេតុការណ៍ សកម្មភាពផ្សេងៗ មកបង្ហាញរៀបរាប់ លាតត្រដាងឱ្យឃើញជាក់ស្ដែង ហាក់ដូចជានៅនឹងភ្នែក<em> :អវេក្ខណវិធីនៅក្នុងរឿងផ្កាស្រពោន (...) នៅខែចេត្រនិងពិសាខ តាមផ្លូវពីក្រុងសៀមរាបទៅអង្គរវត្ត ផ្ការំដួលបញ្ចេញរំភើយពិដោរក្រអូបឈ្ងុយ។</em></li></ul>
អវេវចនវាក្យ	[អៈ-វេ-វៈ-ចៈ-ណៈ-វាក]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> អវេវចនសព្ទ)។</li></ul>
អវេវចនសព្ទ	[អៈ-វេ-វៈ-ចៈ-ណៈ-ស័ប]	<ul><li><strong>ន.</strong> ពាក្យដែលមានន័យផ្ទុយគ្នា។</li></ul>
អវ៉ាសែ	[អៈ-វ៉ា-សែ]	<ul><li><strong>គុ.កិ.</strong>, <strong>គុ.</strong> (<strong>ម.ព.</strong> អាវាសែ)។</li></ul>
អសកម្ម	[អៈ-សៈ-កាំ]	<ul><li><strong>គុ.</strong> ដែលស្ពឹកស្រពន់ គ្មានសកម្មភាព; ដែលពុំសូវមានដំណើរការ, ខុសឆ្គង<em> :ជនអសកម្ម; ភាពអសកម្មលើផលិតកម្ម, បាតុភាពអសកម្ម។</em></li></ul>
អសកម្មភាព	[អៈ-សៈ-កាំ-ម៉ៈ-ភាប]	<ul><li><strong>ន.</strong> ការមិនមានសកម្មភាព, ការមិនមានដំណើរការ<em> :អសកម្មភាពនៃវិស័យទេសចរណ៍ (ក្នុងពេលផ្ទុះកូវីដ១៩), អសកម្មភាពនៃបុគ្គលិក, កែលម្អអសកម្មភាព។</em></li></ul>
អសង្ខតធម៌	[អៈ-សង់-ខៈ-តៈ-ធ័រ]	<ul><li>(<strong>បា.</strong> និង​ <strong>សំ.</strong>; <strong>បា.</strong> អសង្ខត + ធម្ម; <strong>សំ.</strong> អសំស្ក្ឫត + ធម៌)<strong>ន.</strong> ធម៌ដែលបច្ច័យប្រជុំតាក់តែងពុំបាន<em> :ព្រះនិញ្វនជាអសង្ខតធម៌ (ហៅ អសង្ខតធាតុក៏បាន)។(</em><strong>ព.ផ្ទ.</strong> សង្ខតធម៌)។</li></ul>
អសង្ខតធាតុ	[អៈ-សង់-ខៈ-តៈ-ធាត]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> អសង្ខតធម៌)។</li></ul>
អសង្ខេយ្យ	[អៈ-សង់-ខៃ]	<ul><li>(<strong>បា.</strong>)<strong>គុ.</strong> ដែលច្រើនរាប់ពុំអស់, ដែលរាប់ពុំបានប្រមាណពុំអស់<em> :ច្រើនជាអសង្ខេយ្យ (ប្រើក្លាយជា អសង្ខៃយ ក៏មាន)។</em></li><li><strong>ន.</strong> ឈ្មោះសំខ្យាចំនួនមួយរយសែនមហាកថានៈ (មាន ១៤០សូន្យ)។</li></ul>
អសង្ខេយ្យអប្បមេយ្យ	[អៈ-សង់-ខៃ-អ័ប-ប៉ៈ-ម៉ៃ]	<ul><li>ច្រើនរាប់ពុំបានស្មានឬបៀបប្រដូចពុំកើត ...<em> :មានផលានិសង្សជាអសង្ខេយ្យអប្បមេយ្យ។</em></li></ul>
អសង្ខៃយ	[អៈ-សង់-ខៃ]	<ul><li><strong>គុ.</strong> (<strong>ម.ព.</strong> អសង្ខេយ្យ)។</li></ul>
អសង្ហារិមកម្ម	[អៈ-សង់-ហា-រិ-មៈ-កាំ]	<ul><li><strong>ន.</strong> ការធ្វើឱ្យអ្វីៗនៅនឹងថ្កល់។(<strong>ម.ព.</strong> អសង្ហារិមៈ)។</li><li><strong>គុ.</strong> ដែលនាំយក ឬដែលលើកយកទៅមកពុំបាន, ដែលពុំអាចធ្វើឱ្យកក្រើកឬឱ្យឃ្លាតចាកទីបាន<em> :ស្រែ, ចម្ការ, ផ្ទះលំនៅ ...ជាអសង្ហារិមៈ។(</em><strong>ព.ផ្ទ.</strong> ) សង្ហារិមៈឬសំហារិមៈ។</li></ul>
អសង្ហារិមទ្រព្យ	[អៈ-សង់-ហា-រិ-មៈ-ទ្រ័ប]	<ul><li><strong>ន.</strong> ទ្រព្យជាអសង្ហារិមៈ។</li></ul>
អសង្ហារិមភណ្ឌ	[អៈ-សង់-ហា-រិ-មៈ-ភ័ន]	<ul><li><strong>ន.</strong> ភណ្ឌៈឬវត្ថុជាអសង្ហារិមៈ។</li></ul>
អសង្ហារិមវត្ថុ	[អៈ-សង់-ហា-រិ-មៈ-វ័ត-ថុ]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> អសង្ហារិមភណ្ឌ)។</li></ul>
អសង្ហារិម—	[អៈ-សង់-ហា-រិ-មៈ—]	<ul><li>(<strong>ម.ព.</strong> អសង្ហារិមៈ) បើរៀងភ្ជាប់ពីខាងដើមសព្ទដទៃ។</li></ul>
អសញ្ញកម្ម	[អៈ-ស័ញ-ញ៉ៈ-កាំ]	<ul><li>(<strong>បា.</strong> < អសញ្ញា+ កម្ម = ការឥតសញ្ញា)<strong>ន.</strong> ដំណើរអស់ជីវិត (បុរាណប្រើចំពោះតែសេនាបតី)<em> :ទទួលអសញ្ញកម្ម, ដល់នូវអសញ្ញកម្ម។(ប្រើជា អសញ្ញភាព ក៏បាន, </em><strong>អ.ថ.</strong> អៈ ស័ញ ញ៉ៈ ភាប)។
អសញ្ញភាព	[អៈ-ស័ញ-ញ៉ៈ-ភាប]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> អសញ្ញកម្ម)។</li></ul>
អសញ្ញានីយ	[អៈ-ស័ញ-ញ៉ា-នី]	<ul><li><strong>គុ.</strong> ដែលមិនអាចចាប់យកដោយវិញ្ញាណបានព្រោះតូចពេកឬតិចពេក។</li></ul>
អសញ្ញី	[អៈ-ស័ញ-ញ៉ី] ឬ [អៈ-ស័ញ-ញី]	<ul><li>(<strong>បា.</strong>)<strong>គុ.</strong> ដែលឥតសញ្ញា, ដែលគ្មានគ្រឿងកំណត់ចាំ, ដែលឥតគ្រឿងចំណាំ។</li></ul>
អសញ្ញីភាព	[អៈ-ស័ញ-ញី-ភាប]	<ul><li><strong>ន.</strong> ដំណើរសន្លប់<em> :ដល់នូវអសញ្ញីភាព (</em><strong>ព.ខ្ព.</strong>)។</li></ul>
អសញ្ញីសត្ត	[អៈ-ស័ញ-ញី-ស័ត]	<ul><li><strong>ន.</strong> ព្រហ្មពួកមួយមានរូបតែមិនមានសញ្ញា កើតនៅព្រហ្មលោកជាន់ទី ១១។</li></ul>
អសញ្ញីសត្វ	[អៈ-ស័ញ-ញី-ស័ត]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> អសញ្ញីសត្ត)។</li></ul>
អសត្យ	[អៈ-ស័ត]	<ul><li>(<strong>សំ.</strong>; <strong>បា.</strong> អ + សច្ច)<strong>គុ.</strong> ដែលមិនទៀង, មិនពិត<em> :សម្ដីអសត្យ។(</em><strong>ព.ផ្ទ.</strong> សត្យ, សច្ចឬសច្ចៈ)។</li></ul>
អសត្យវាចា	[អៈ-ស័ត-ត្យៈ-វា-ចា]	<ul><li><strong>ន.</strong> សម្ដីមិនពិត។</li></ul>
អសត្យវាទ	[អៈ-ស័ត-ត្យៈ-វាត]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> អសត្យវាចា)។</li></ul>
អសត្យវាទិន	[អៈ-ស័ត-ត្យៈ-វា-ទិន]	<ul><li><strong>ន.</strong> អ្នកដែលច្រើនតែឬតែងតែពោលពាក្យមិនពិត។(បើស្ត្រីជា អសត្យវាទិនី)។</li></ul>
អសត្យវាទិនី	[អៈ-ស័ត-ត្យៈ-វា-ទិ-នី]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> អសត្យវាទិន)។</li></ul>
អសត្យ—	[អៈ-ស័ត-ត្យៈ—]	<ul><li>(<strong>ម.ព.</strong> អសត្យ) បើរៀងភ្ជាប់ពីខាងដើមសព្ទដទៃ។</li></ul>
អសទិស	[អៈ-សៈ-ទិ-សៈ]	<ul><li>(<strong>បា.</strong>; <strong>សំ.</strong> អសទ្ឫឝ ឬ អសាទ្ឫឝ)<strong>គុ.</strong> ដែលមិនដូចគ្នា, មិនត្រូវគ្នា, មិនត្រូវបែបគ្នា, មិនប្រហែលគ្នា, មិនលាំគ្នា។(<strong>ព.ផ្ទ.</strong> សទិស, សទិសៈឬសាទិស, សាទិសៈ)។</li></ul>
អសទិសទាន	[អៈ-សៈ-ទិ-សៈ-ទាន]	<ul><li>(<strong>បា.</strong>; <strong>សំ.</strong> អសទ្ឫឝ + ទាន)<strong>ន.</strong> ទានដែលឥតមានទានដទៃណាមួយប្រដូចបាន គឺទានដែលព្រះមហាក្សត្រិយ៍ទ្រង់មានព្រះរាជានុញ្ញាតឱ្យប្រជានុរាស្ត្រមានសិទ្ធិធ្វើប្រណាំងនឹងព្រះអង្គ។ អសទិសទាននេះក្នុងកាលនៃព្រះពុទ្ធមួយព្រះអង្គ មានត្រឹមតែម្ដងគត់ ឥតដែលមានពីរដងឡើយ, មានន័យថា គឺព្រះរាជាទ្រង់មានព្រះរាជបញ្ជាឱ្យចាត់ចែងធ្វើទក្ខិណាទានចំពោះព្រះភិក្ខុសង្ឃច្រើនអង្គ មានព្រះពុទ្ធជាប្រធាន, ទ្រង់ធ្វើក្នុងមួយថ្ងៃ, ប្រជានុរាស្ត្រធ្វើមួយថ្ងៃ, ធ្វើបែបនេះរៀងរាល់ថ្ងៃតៗគ្នា, ព្រះរាជានិងប្រជានុរាស្ត្រចេះតែធ្វើឱ្យមានរបៀបនិងទេយ្យទានប្លែកលើសពីគ្នា, ធ្វើទានបែបនេះយូរថ្ងៃណាស់, ចេះតែឈ្នះគ្នាម្ដងម្នាក់ គឺជួនឈ្នះគ្នាដោយរបៀប ជួនឈ្នះគ្នាដោយទេយ្យទាន, លុះថ្ងៃចុងក្រោយបំផុត ព្រះរាជាទ្រង់ឈ្នះ ព្រោះប្រជានុរាស្ត្រទាល់គំនិតពុំអាចលៃលកឱ្យឈ្នះព្រះអង្គបានឡើយ, ក៏ចប់ស្រេចត្រឹមប៉ុណ្ណោះឯង<em> :ក្នុងកាលនៃព្រះសក្យមុនីសម្ពុទ្ធ ព្រះបាទបសេនទិកោសល ព្រះរាជាក្រុងសាវត្ថី ទ្រង់ធ្វើអសទិសទានឈ្នះប្រជានុរាស្ត្រ ដោយសារមធ្យោបាយឈ្លាសវៃនៃព្រះអគ្គមហេសីទ្រង់ព្រះនាមមល្លិកាទេវី។</em></li></ul>
អសទិសន័យ	[អៈ-សៈ-ទិ-សៈ-នៃ]	<ul><li><strong>ន.</strong> ន័យមិនដូចគ្នា។</li></ul>
អសទិសព័ណ៌	[អៈ-សៈ-ទិ-សៈ-ព័រ]	<ul><li><strong>ន.</strong> ព័ណ៌ខុសគ្នា។</li></ul>
អសទិសភាព	[អៈ-សៈ-ទិ-សៈ-ភាប]	<ul><li><strong>ន.</strong> ភាពមិនដូចគ្នា។</li></ul>
អសទិសសព្ទ	[អៈ-សៈ-ទិ-សៈ-ស័ប]	<ul><li><strong>ន.</strong> សព្ទផ្សេងគ្នា។</li></ul>
អសទិស—	[អៈ-សៈ-ទិ-សៈ—]	<ul><li>(<strong>ម.ព.</strong> អសទិស) បើរៀងភ្ជាប់ពីខាងដើមសព្ទដទៃ។</li></ul>
អសទ្ធម្ម	[អៈ-ស័ត-ធ័ម]	<ul><li>(<strong>បា.</strong> < អសន្ត អសប្បុរស + ធម្ម ធម៌; ទម្លាប់ អសន្ត > អស, តម្រួត ទ លើ ធ ជា ទ្ធ; អ + សន្ត៑ > អសត៑, ត៑ > ទ៑ + ធម៌ > អសទ្ធម៌)<strong>ន.</strong> មេថុន, មេថុនសេវនៈ, មេថុនសំវាស<em> :ធ្វើអសទ្ធម្ម, រួមអសទ្ធម្ម។</em>
អសនី	[អៈ-សៈ-ណី] ឬ [អៈ-សៈ-នី]	<ul><li>(<strong>បា.</strong> អសនិ; <strong>សំ.</strong> អឝនិ)<strong>ន.</strong> អាវុធព្រះឥន្ទ; រន្ទះ; កាំរន្ទះ។</li></ul>
អសនីចុម្ពិត	[អៈ-សៈ-នី-ចុម-ពិត]	<ul><li><strong>ន.</strong> អគ្គិសនីចុម្ពិត អេឡិចត្រូម៉ាញេទិក។</li></ul>
អសនីបថ	[អៈ-សៈ-នី-បត់]	<ul><li><strong>ន.</strong> ការចម្លងចរន្តអគ្គិសនី។</li></ul>
អសនីបាត	[អៈ-សៈ-នី-បាត]	<ul><li>រន្ទះបាញ់។</li></ul>
អសនីប្រភា	[អៈ-សៈ-នី-ប្រ-ភា]	<ul><li><strong>ន.</strong> ពន្លឺរន្ទះ។</li></ul>
អសនីសព្ទ	[អៈ-សៈ-នី-ស័ប]	<ul><li><strong>ន.</strong> សូររន្ទះ។</li></ul>
អសនីសាទិស	[អៈ-សៈ-នី-សា-ទិស]	<ul><li>ប្រហែលដូចរន្ទះ។</li></ul>
អសនី—	[អៈ-សៈ-នី—]	<ul><li>(<strong>ម.ព.</strong> អសនី) បើរៀងភ្ជាប់ពីខាងដើមសព្ទដទៃ។</li></ul>
អសន្តិសុខ	[អៈ-សន់-តិ-សុក]	<ul><li>(<strong>បា.</strong> < អ + សន្តិ + សុខ)<strong>ន.</strong> ការមិនមានសេចក្ដីសុខសាន្ត, ដំណើរដែលឥតមានសេចក្ដីស្ងប់រៀបរយក្នុងស្រុក, ចលាចល, ការរបះរបោរ<em> :ស្រុកកើតអសន្តិសុខ, បង្ក្រាបអសន្តិសុខ។(</em><strong>ព.ផ្ទ.</strong> សន្តិសុខ)។
អសន្ទិដ្ឋភាព	[អៈ-សន់-ទិត-ឋៈ-ភាប]	<ul><li><strong>ន.</strong> ភាពមិនព្រមព្រៀងគ្នា, ភាពមិនចុះសម្រុងគ្នា។</li></ul>
អសន្យាណូ	[អៈ-សន់-យ៉ា-ណូ]	<ul><li><strong>ន.</strong> បំណែកតូចបំផុតដែលមានបន្ទុកអគ្គិសនីអវិជ្ជមាន, អេឡិចត្រុង។</li></ul>
អសន្យាណូវិទូ	[អៈ-សន់-យ៉ា-ណូ-វិ-ទូ]	<ul><li><strong>ន.</strong> អ្នកជំនាញឬវិស្វករខាងអេឡិចត្រូនិក។</li></ul>
អសប្បុរស	[អៈ-ស័ប-បុ-រ៉ស់]	<ul><li>(<strong>បា.</strong> អសប្បុរិស; <strong>សំ.</strong> អសត្បុរុឞ)a,បុរសអ្នកមិនស្ងប់ គឺបុរសស្ត្រីអ្នកកាន់អំពើអាក្រក់ដោយកាយវាចាចិត្ត; អ្នកមានចិត្តអាក្រក់<em> :សូមប្រាថ្នាកុំឱ្យចួបប្រទះអសប្បុរស!(</em><strong>ព.ផ្ទ.</strong> សប្បុរស។ <strong>ម.ព.</strong> អសប្បុរិស ផង)។</li><li><strong>b,គុ.</strong> អាក្រក់; ដែលមានចិត្តអាក្រក់<em> :ចិត្តអសប្បុរស; មនុស្សអសប្បុរស។</em></li></ul>
អសប្បុរិស	[អៈ-ស័ប-ប៉ុ-រ៉ិ-សៈ]	<ul><li>(<strong>បា.</strong>; <strong>សំ.</strong> អសត្បុរុឞ)<strong>ន.</strong> បុរសអ្នកមិនស្ងប់ (អសប្បុរស)។(<strong>ព.ផ្ទ.</strong> សប្បុរិស)។</li></ul>
អសប្បុរិសកម្ម	[អៈ-ស័ប-ប៉ុ-រ៉ិ-សៈ-កាំ]	<ul><li><strong>ន.</strong> អំពើឬកិច្ចការរបស់អសប្បុរស។(<strong>ព.ផ្ទ.</strong> សប្បុរិសកម្ម)។</li></ul>
អសប្បុរិសចរិយា	[អៈ-ស័ប-ប៉ុ-រ៉ិ-សៈ-ចៈ-រិ-យ៉ា]	<ul><li><strong>ន.</strong> ចរិយារបស់អសប្បុរស។(<strong>ព.ផ្ទ.</strong> សប្បុរិសចរិយា)។</li></ul>
អសប្បុរិសជាតិ	[អៈ-ស័ប-ប៉ុ-រ៉ិ-សៈ-ជាត]	<ul><li><strong>ន.</strong> ជាតិនៃអសប្បុរស។(<strong>ព.ផ្ទ.</strong> សប្បុរិសជាតិ)។</li></ul>
អសប្បុរិសទាន	[អៈ-ស័ប-ប៉ុ-រ៉ិ-សៈ-ទាន]	<ul><li><strong>ន.</strong> ទានរបស់អសប្បុរស គឺទានដែលឱ្យដោយខ្ជីខ្ជា។(<strong>ព.ផ្ទ.</strong> សប្បុរិសទាន)។</li></ul>
អសប្បុរិសធម៌	[អៈ-ស័ប-ប៉ុ-រ៉ិ-សៈ-ធ័រ]	<ul><li><strong>ន.</strong> ធម៌របស់អសប្បុរស (ទុច្ចរិតធម៌)។</li></ul>
អសប្បុរិសវាចា	[អៈ-ស័ប-ប៉ុ-រ៉ិ-សៈ-វា-ចា]	<ul><li><strong>ន.</strong> សម្ដីរបស់អសប្បុរស, សម្ដីមនុស្សមិនត្រឹមត្រូវ។</li></ul>
អសប្បុរិស—	[អៈ-ស័ប-ប៉ុ-រ៉ិ-សៈ—]	<ul><li>(<strong>ម.ព.</strong> អសប្បុរិស) បើរៀងភ្ជាប់ពីខាងដើមសព្ទដទៃ។</li></ul>
អសព្ភិ	[អៈ-ស័ប-ភិ] ឬ [អៈ-សប់-ភិ]	<ul><li>(<strong>បា.</strong> < អសន្ត > អស + ហិ > ភំ តម្រួត ព ជា ព្ភិ)<strong>គុ.</strong>, <strong>គុ.កិ.</strong> ដោយអសប្បុរសទាំងឡាយ; ជាមួយនឹងពួកអសប្បុរស, របស់ពួកអសប្បុរស។(<strong>ព.ផ្ទ.</strong> សព្ភិ)។
អសព្ភិកម្ម	[អៈ-ស័ប-ភិ-កាំ]	<ul><li><strong>ន.</strong> អំពើរបស់ពួកអសប្បុរស។(<strong>ព.ផ្ទ.</strong> សព្ភិកម្ម)។</li></ul>
អសព្ភិធម៌	[អៈ-ស័ប-ភិ-ធ័រ]	<ul><li><strong>ន.</strong> ធម៌របស់ពួកអសប្បុរស។(<strong>ព.ផ្ទ.</strong> សព្ភិធម៌)។</li></ul>
អសព្ភិវាចា	[អៈ-ស័ប-ភិ-វា-ចា]	<ul><li><strong>ន.</strong> សម្ដីរបស់ពួកអសប្បុរស។(<strong>ព.ផ្ទ.</strong> សព្ភិវាចាឬសព្ភិវាទ)។</li></ul>
អសព្ភិវាទ	[អៈ-ស័ប-ភិ-វាត]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> អសព្ភិវាចា)។</li></ul>
អសព្ភិ—	[អៈ-ស័ប-ភិ—]	<ul><li>(<strong>ម.ព.</strong> អសព្ភិ) បើរៀងភ្ជាប់ពីខាងដើមសព្ទដទៃ។</li></ul>
អសភាវៈ	[អៈ-សៈ-ភា-វៈ]	<ul><li><strong>ន.</strong> ភាវៈដែលគ្មានរូប គ្មានជីវិត ឬភាវៈដែលមិនពិត។</li></ul>
អសមកាល	[អៈ-សៈ-ម៉ៈ-កាល]	<ul><li><strong>គុ.</strong> ដែលមានកាលមិនស្មើគ្នា ពេលមិនស្មើគ្នា។</li></ul>
អសមត្ថភាព	[អៈ-សៈ-ម៉័ត-ថៈ-ភាប]	<ul><li><strong>ន.</strong> ការមិនមានចំណេះដឹងឬបទពិសោធគ្រប់គ្រាន់សម្រាប់បំពេញកិច្ចការណាមួយ, ការមិនមានលក្ខណ<em> :គ្រប់គ្រាន់ដូចប្រក្រតី (ដោយប្រការណាមួយ) :អសមត្ថភាពក្នុងការគ្រប់គ្រង, បុគ្គលិកអសមត្ថភាព, អសមត្ថភាពផ្លូវភេទ។</em></li></ul>
អសមប្បមាណ	[អៈ-សៈ-ម៉ាប់-ប៉ៈ-ម៉ាន]	<ul><li><strong>គុ.</strong> ដែលមិនស្មើគ្នា មិនស៊ីគ្នា ឬមិនអាចប្រមាណបាន។</li></ul>
