#no sort
LUK 1:1	<p-n>@Lukas  1:1</p-n>	Nachdem schon viele es unternommen haben, eine Erzählung der Tatsachen abzufassen, die unter uns völlig erwiesen sind,  
LUK 1:2	<p-n>@Lukas  1:2</p-n>	wie sie uns diejenigen überliefert haben, welche von Anfang an Augenzeugen und Diener des Wortes gewesen sind;  
LUK 1:3	<p-n>@Lukas  1:3</p-n>	so schien es auch mir gut, der ich allem von Anfang an genau nachgegangen bin, es dir der Reihe nach zu beschreiben, vortrefflichster Theophilus,  
LUK 1:4	<p-n>@Lukas  1:4</p-n>	damit du die Gewißheit der Dinge erkennst, in denen du unterrichtet worden bist.  
LUK 1:5	<p-n>@Lukas  1:5</p-n>	In den Tagen des Herodes, des Königs von Judäa, war ein Priester mit Namen Zacharias, aus der Ordnung Abias; der hatte eine Frau von den Töchtern Aarons, und ihr Name war Elisabeth.  
LUK 1:6	<p-n>@Lukas  1:6</p-n>	Sie waren aber beide gerecht vor Gott und wandelten in allen Geboten und Rechten des Herrn untadelig.  
LUK 1:7	<p-n>@Lukas  1:7</p-n>	Und sie hatten kein Kind, weil Elisabeth unfruchtbar war, und beide waren hochbetagt.  
LUK 1:8	<p-n>@Lukas  1:8</p-n>	Es begab sich aber, als er das Priesteramt vor Gott verrichtete, zur Zeit, wo seine Klasse an die Reihe kam,  
LUK 1:9	<p-n>@Lukas  1:9</p-n>	traf ihn nach dem Brauch des Priestertums das Los, daß er räuchern sollte, und zwar drinnen im Tempel des Herrn.  
LUK 1:10	<p-n>@Lukas  1:10</p-n>	Und die ganze Menge des Volkes betete draußen, zur Stunde des Räucherns.  
LUK 1:11	<p-n>@Lukas  1:11</p-n>	Da erschien ihm ein Engel des Herrn, stehend zur Rechten des Räucheraltars.  
LUK 1:12	<p-n>@Lukas  1:12</p-n>	Und Zacharias erschrak, als er ihn sah, und Furcht überfiel ihn.  
LUK 1:13	<p-n>@Lukas  1:13</p-n>	Aber der Engel sprach zu ihm: Fürchte dich nicht, Zacharias! Denn dein Gebet ist erhört worden, und dein Weib Elisabeth wird dir einen Sohn gebären, und du sollst ihm den Namen Johannes geben.  
LUK 1:14	<p-n>@Lukas  1:14</p-n>	Und er wird dir Freude und Frohlocken bereiten, und viele werden sich über seine Geburt freuen.  
LUK 1:15	<p-n>@Lukas  1:15</p-n>	Denn er wird groß sein vor dem Herrn; Wein und starkes Getränk wird er nicht trinken, und mit heiligem Geiste wird er erfüllt werden schon von Mutterleib an.  
LUK 1:16	<p-n>@Lukas  1:16</p-n>	Und viele von den Kindern Israel wird er zu dem Herrn, ihrem Gott, zurückführen.  
LUK 1:17	<p-n>@Lukas  1:17</p-n>	Und er wird vor ihm hergehen im Geist und in der Kraft Elias, um die Herzen der Väter umzuwenden zu den Kindern und die Ungehorsamen zur Gesinnung der Gerechten, zu bereiten dem Herrn ein gerüstetes Volk.  
LUK 1:18	<p-n>@Lukas  1:18</p-n>	Und Zacharias sprach zu dem Engel: Woran soll ich das erkennen? Denn ich bin alt, und mein Weib ist schon betagt.  
LUK 1:19	<p-n>@Lukas  1:19</p-n>	Und der Engel antwortete und sprach zu ihm: Ich bin Gabriel, der vor Gott steht, und bin gesandt, mit dir zu reden und dir diese frohe Botschaft zu bringen.  
LUK 1:20	<p-n>@Lukas  1:20</p-n>	Und siehe, du wirst stumm sein und nicht reden können bis zu dem Tage, da solches geschehen wird; darum, weil du meinen Worten nicht geglaubt hast, welche zu ihrer Zeit erfüllt werden sollen.  
LUK 1:21	<p-n>@Lukas  1:21</p-n>	Und das Volk wartete auf Zacharias; und sie verwunderten sich, daß er so lange im Tempel blieb.  
LUK 1:22	<p-n>@Lukas  1:22</p-n>	Als er aber herauskam, konnte er nicht zu ihnen reden; und sie merkten, daß er im Tempel eine Erscheinung gesehen hatte. Und er winkte ihnen und blieb stumm.  
LUK 1:23	<p-n>@Lukas  1:23</p-n>	Und es geschah, als die Tage seines Dienstes vollendet waren, ging er heim in sein Haus.  
LUK 1:24	<p-n>@Lukas  1:24</p-n>	Aber nach diesen Tagen empfing sein Weib Elisabeth, und sie verbarg sich fünf Monate und sprach:  
LUK 1:25	<p-n>@Lukas  1:25</p-n>	Also hat mir der Herr getan in den Tagen, da er mich angesehen hat, meine Schmach unter den Menschen hinwegzunehmen.  
LUK 1:26	<p-n>@Lukas  1:26</p-n>	Im sechsten Monat aber wurde der Engel Gabriel von Gott in eine Stadt Galiläas namens Nazareth gesandt  
LUK 1:27	<p-n>@Lukas  1:27</p-n>	zu einer Jungfrau, die verlobt war mit einem Manne namens Joseph, vom Hause Davids; und der Name der Jungfrau war Maria.  
LUK 1:28	<p-n>@Lukas  1:28</p-n>	Und der Engel kam zu ihr herein und sprach: Sei gegrüßt, du Begnadigte! Der Herr ist mit dir, du Gesegnete unter den Frauen!  
LUK 1:29	<p-n>@Lukas  1:29</p-n>	Als sie ihn aber sah, erschrak sie über seine Rede und dachte darüber nach, was das für ein Gruß sei.  
LUK 1:30	<p-n>@Lukas  1:30</p-n>	Und der Engel sprach zu ihr: Fürchte dich nicht, Maria! Denn du hast Gnade bei Gott gefunden.  
LUK 1:31	<p-n>@Lukas  1:31</p-n>	Und siehe, du wirst empfangen und einen Sohn gebären; und du sollst ihm den Namen Jesus geben.  
LUK 1:32	<p-n>@Lukas  1:32</p-n>	Dieser wird groß sein und Sohn des Höchsten genannt werden; und Gott der Herr wird ihm den Thron seines Vaters David geben;  
LUK 1:33	<p-n>@Lukas  1:33</p-n>	und er wird regieren über das Haus Jakobs in Ewigkeit, und seines Reiches wird kein Ende sein.  
LUK 1:34	<p-n>@Lukas  1:34</p-n>	Maria aber sprach zu dem Engel: Wie kann das sein, da ich keinen Mann kenne?  
LUK 1:35	<p-n>@Lukas  1:35</p-n>	Und der Engel antwortete und sprach zu ihr: Der heilige Geist wird über dich kommen, und die Kraft des Höchsten wird dich überschatten. Darum wird auch das Heilige, das erzeugt wird, Sohn Gottes genannt werden.  
LUK 1:36	<p-n>@Lukas  1:36</p-n>	Und siehe, Elisabeth, deine Verwandte, hat auch einen Sohn empfangen in ihrem Alter und ist jetzt im sechsten Monat, sie, die vorher unfruchtbar hieß.  
LUK 1:37	<p-n>@Lukas  1:37</p-n>	Denn bei Gott ist kein Ding unmöglich.  
LUK 1:38	<p-n>@Lukas  1:38</p-n>	Maria aber sprach: Siehe, ich bin die Magd des Herrn! Mir geschehe nach deinem Wort! Und der Engel schied von ihr.  
LUK 1:39	<p-n>@Lukas  1:39</p-n>	Maria aber machte sich auf in diesen Tagen und reiste eilends in das Gebirge, in eine Stadt in Juda,  
LUK 1:40	<p-n>@Lukas  1:40</p-n>	und kam in das Haus des Zacharias und begrüßte Elisabeth.  
LUK 1:41	<p-n>@Lukas  1:41</p-n>	Und es begab sich, als Elisabeth den Gruß der Maria hörte, hüpfte das Kind in ihrem Leibe; und Elisabeth ward mit heiligem Geist erfüllt  
LUK 1:42	<p-n>@Lukas  1:42</p-n>	und rief mit lauter Stimme und sprach: Gesegnet bist du unter den Frauen, und gesegnet ist die Frucht deines Leibes!  
LUK 1:43	<p-n>@Lukas  1:43</p-n>	Und woher wird mir das zuteil, daß die Mutter meines Herrn zu mir kommt?  
LUK 1:44	<p-n>@Lukas  1:44</p-n>	Denn siehe, sowie die Stimme deines Grußes in mein Ohr drang, hüpfte das Kind vor Freude in meinem Leibe.  
LUK 1:45	<p-n>@Lukas  1:45</p-n>	Und selig ist, die geglaubt hat; denn es wird erfüllt werden, was ihr vom Herrn gesagt worden ist!  
LUK 1:46	<p-n>@Lukas  1:46</p-n>	Und Maria sprach: Meine Seele erhebt den Herrn,  
LUK 1:47	<p-n>@Lukas  1:47</p-n>	und mein Geist freut sich Gottes, meines Retters,  
LUK 1:48	<p-n>@Lukas  1:48</p-n>	daß er angesehen hat die Niedrigkeit seiner Magd; denn siehe, von nun an werden mich selig preisen alle Geschlechter!  
LUK 1:49	<p-n>@Lukas  1:49</p-n>	Denn Großes hat der Mächtige an mir getan, und heilig ist sein Name;  
LUK 1:50	<p-n>@Lukas  1:50</p-n>	und seine Barmherzigkeit währt von Geschlecht zu Geschlecht über die, so ihn fürchten.  
LUK 1:51	<p-n>@Lukas  1:51</p-n>	Er tat Mächtiges mit seinem Arm, er hat zerstreut, die hoffärtig sind in ihres Herzens Sinn.  
LUK 1:52	<p-n>@Lukas  1:52</p-n>	Er hat Gewaltige von den Thronen gestoßen und Niedrige erhöht.  
LUK 1:53	<p-n>@Lukas  1:53</p-n>	Hungrige hat er mit Gütern gesättigt und Reiche leer fortgeschickt.  
LUK 1:54	<p-n>@Lukas  1:54</p-n>	Er hat sich seines Knechtes Israel angenommen, eingedenk zu sein der Barmherzigkeit,  
LUK 1:55	<p-n>@Lukas  1:55</p-n>	wie er geredet hat zu unsern Vätern, Abraham und seinem Samen, auf ewig!  
LUK 1:56	<p-n>@Lukas  1:56</p-n>	Und Maria blieb bei ihr etwa drei Monate und kehrte wieder nach Hause zurück.  
LUK 1:57	<p-n>@Lukas  1:57</p-n>	Für Elisabeth aber erfüllte sich die Zeit, da sie gebären sollte, und sie gebar einen Sohn.  
LUK 1:58	<p-n>@Lukas  1:58</p-n>	Und ihre Nachbarn und Verwandten hörten, daß der Herr seine Barmherzigkeit an ihr groß gemacht hatte, und freuten sich mit ihr.  
LUK 1:59	<p-n>@Lukas  1:59</p-n>	Und es begab sich am achten Tage, daß sie kamen, das Kindlein zu beschneiden; und sie nannten es nach dem Namen seines Vaters Zacharias.  
LUK 1:60	<p-n>@Lukas  1:60</p-n>	Seine Mutter aber sprach: Nicht also, sondern er soll Johannes heißen!  
LUK 1:61	<p-n>@Lukas  1:61</p-n>	Und sie sprachen zu ihr: Es ist doch niemand in deiner Verwandtschaft, der diesen Namen trägt!  
LUK 1:62	<p-n>@Lukas  1:62</p-n>	Sie winkten aber seinem Vater, wie er ihn genannt haben wolle.  
LUK 1:63	<p-n>@Lukas  1:63</p-n>	Und er forderte ein Täfelchen und schrieb die Worte: Johannes ist sein Name! Und sie verwunderten sich alle.  
LUK 1:64	<p-n>@Lukas  1:64</p-n>	Alsbald aber tat sich sein Mund auf, und seine Zunge [ward gelöst], und er redete und lobte Gott.  
LUK 1:65	<p-n>@Lukas  1:65</p-n>	Und es kam Furcht über alle ihre Nachbarn, und auf dem ganzen Gebirge von Judäa wurden alle diese Dinge besprochen.  
LUK 1:66	<p-n>@Lukas  1:66</p-n>	Und alle, die es hörten, nahmen es sich zu Herzen und sprachen: Was wird wohl aus diesem Kindlein werden? Denn die Hand des Herrn war mit ihm.  
LUK 1:67	<p-n>@Lukas  1:67</p-n>	Und sein Vater Zacharias ward mit heiligem Geist erfüllt, weissagte und sprach:  
LUK 1:68	<p-n>@Lukas  1:68</p-n>	Gepriesen sei der Herr, der Gott Israels! Denn er hat sein Volk besucht und ihm Erlösung bereitet;  
LUK 1:69	<p-n>@Lukas  1:69</p-n>	und hat uns aufgerichtet ein Horn des Heils im Hause seines Dieners David,  
LUK 1:70	<p-n>@Lukas  1:70</p-n>	wie er verheißen hat durch den Mund seiner heiligen Propheten von alters her:  
LUK 1:71	<p-n>@Lukas  1:71</p-n>	Errettung von unsern Feinden und aus der Hand aller, die uns hassen;  
LUK 1:72	<p-n>@Lukas  1:72</p-n>	Barmherzigkeit zu erzeigen unsern Vätern und zu gedenken seines heiligen Bundes,  
LUK 1:73	<p-n>@Lukas  1:73</p-n>	des Eides, den er unserm Vater Abraham geschworen hat, uns zu verleihen,  
LUK 1:74	<p-n>@Lukas  1:74</p-n>	daß wir, erlöst aus der Hand unsrer Feinde, ihm dieneten ohne Furcht unser Leben lang  
LUK 1:75	<p-n>@Lukas  1:75</p-n>	in Heiligkeit und Gerechtigkeit vor ihm.  
LUK 1:76	<p-n>@Lukas  1:76</p-n>	Und du, Kindlein, wirst ein Prophet des Höchsten heißen, denn du wirst vor dem Herrn hergehen, seine Wege zu bereiten,  
LUK 1:77	<p-n>@Lukas  1:77</p-n>	Erkenntnis des Heils zu geben seinem Volke, in Vergebung ihrer Sünden,  
LUK 1:78	<p-n>@Lukas  1:78</p-n>	wegen der herzlichen Barmherzigkeit unsres Gottes, in welcher uns besucht hat der Aufgang aus der Höhe,  
LUK 1:79	<p-n>@Lukas  1:79</p-n>	zu scheinen denen, die in Finsternis und Todesschatten sitzen, unsre Füße auf den Weg des Friedens zu richten!  
LUK 1:80	<p-n>@Lukas  1:80</p-n>	Das Kindlein aber wuchs und wurde stark am Geist und war in der Wüste bis zum Tage seines Auftretens vor Israel.   
LUK 2:1	<p-n>@Lukas  2:1</p-n>	Es begab sich aber in jenen Tagen, daß ein Befehl ausging vom Kaiser Augustus, daß alle Welt sich sollte schätzen lassen.  
LUK 2:2	<p-n>@Lukas  2:2</p-n>	Diese Schatzung war die erste und geschah, als Kyrenius Landpfleger in Syrien war.  
LUK 2:3	<p-n>@Lukas  2:3</p-n>	Und es zogen alle aus, um sich schätzen zu lassen, ein jeder in seine Stadt.  
LUK 2:4	<p-n>@Lukas  2:4</p-n>	Es ging aber auch Joseph von Galiläa, aus der Stadt Nazareth, hinauf nach Judäa in die Stadt Davids, welche Bethlehem heißt, weil er aus dem Hause und Geschlechte Davids war,  
LUK 2:5	<p-n>@Lukas  2:5</p-n>	um sich schätzen zu lassen mit Maria, seiner Verlobten, die schwanger war.  
LUK 2:6	<p-n>@Lukas  2:6</p-n>	Es begab sich aber, während sie daselbst waren, da erfüllten sich die Tage, daß sie gebären sollte.  
LUK 2:7	<p-n>@Lukas  2:7</p-n>	Und sie gebar ihren Sohn, den Erstgeborenen, und wickelte ihn in Windeln und legte ihn in eine Krippe, weil für sie kein Raum war in der Herberge.  
LUK 2:8	<p-n>@Lukas  2:8</p-n>	Und es waren Hirten in derselben Gegend auf dem Felde, die bewachten des Nachts ihre Herde.  
LUK 2:9	<p-n>@Lukas  2:9</p-n>	Und siehe, ein Engel des Herrn trat zu ihnen, und die Klarheit des Herrn umleuchtete sie; und sie fürchteten sich sehr.  
LUK 2:10	<p-n>@Lukas  2:10</p-n>	Und der Engel sprach zu ihnen: Fürchtet euch nicht! Denn siehe, ich verkündige euch große Freude, die dem ganzen Volk widerfahren soll.  
LUK 2:11	<p-n>@Lukas  2:11</p-n>	Denn euch ist heute ein Retter geboren, welcher ist Christus, der Herr, in der Stadt Davids.  
LUK 2:12	<p-n>@Lukas  2:12</p-n>	Und das sei für euch das Zeichen: Ihr werdet ein Kindlein finden, in Windeln gewickelt und in einer Krippe liegend.  
LUK 2:13	<p-n>@Lukas  2:13</p-n>	Und plötzlich war bei dem Engel die Menge der himmlischen Heerscharen, die lobten Gott und sprachen:  
LUK 2:14	<p-n>@Lukas  2:14</p-n>	Ehre sei Gott in der Höhe und Friede auf Erden, an den Menschen ein Wohlgefallen!  
LUK 2:15	<p-n>@Lukas  2:15</p-n>	Und es begab sich, als die Engel von ihnen gen Himmel fuhren, sprachen die Hirten zueinander: Laßt uns doch bis nach Bethlehem gehen und die Sache sehen, die da geschehen ist, die der Herr uns kundgetan hat!  
LUK 2:16	<p-n>@Lukas  2:16</p-n>	Und sie gingen eilends und fanden Maria und Joseph, dazu das Kindlein in der Krippe liegend.  
LUK 2:17	<p-n>@Lukas  2:17</p-n>	Nachdem sie es aber gesehen hatten, machten sie das Wort kund, das ihnen von diesem Kinde gesagt worden war.  
LUK 2:18	<p-n>@Lukas  2:18</p-n>	Und alle, die es hörten, verwunderten sich über das, was ihnen von den Hirten gesagt wurde.  
LUK 2:19	<p-n>@Lukas  2:19</p-n>	Maria aber behielt alle diese Worte und überlegte sie in ihrem Herzen.  
LUK 2:20	<p-n>@Lukas  2:20</p-n>	Und die Hirten kehrten wieder um, priesen und lobten Gott für alles, was sie gehört und gesehen hatten, so wie es ihnen gesagt worden war.  
LUK 2:21	<p-n>@Lukas  2:21</p-n>	Und als acht Tage vollendet waren, da man das Kind beschneiden mußte, wurde ihm der Name Jesus gegeben, den der Engel genannt hatte, ehe er im Mutterleibe empfangen worden war.  
LUK 2:22	<p-n>@Lukas  2:22</p-n>	Und als die Tage ihrer Reinigung nach dem Gesetze Moses vollendet waren, brachten sie ihn nach Jerusalem, um ihn dem Herrn darzustellen,  
LUK 2:23	<p-n>@Lukas  2:23</p-n>	wie im Gesetze des Herrn geschrieben steht: «Alle männliche Erstgeburt soll dem Herrn geheiligt heißen»,  
LUK 2:24	<p-n>@Lukas  2:24</p-n>	und um ein Opfer darzubringen, wie im Gesetze des Herrn geboten ist, ein Paar Turteltauben oder zwei junge Tauben.  
LUK 2:25	<p-n>@Lukas  2:25</p-n>	Und siehe, es war ein Mensch zu Jerusalem, namens Simeon; und dieser Mensch war gerecht und gottesfürchtig und wartete auf den Trost Israels; und heiliger Geist war auf ihm.  
LUK 2:26	<p-n>@Lukas  2:26</p-n>	Und er hatte vom heiligen Geist die Zusage empfangen, daß er den Tod nicht sehen werde, bevor er den Gesalbten des Herrn gesehen.  
LUK 2:27	<p-n>@Lukas  2:27</p-n>	Und er kam auf Antrieb des Geistes in den Tempel. Und als die Eltern das Kindlein Jesus hineinbrachten, um mit ihm zu verfahren nach der Sitte des Gesetzes,  
LUK 2:28	<p-n>@Lukas  2:28</p-n>	da nahm er es auf seine Arme, lobte Gott und sprach:  
LUK 2:29	<p-n>@Lukas  2:29</p-n>	Nun, Herr, entlässest du deinen Diener in Frieden nach deinem Wort!  
LUK 2:30	<p-n>@Lukas  2:30</p-n>	Denn meine Augen haben dein Heil gesehen,  
LUK 2:31	<p-n>@Lukas  2:31</p-n>	welches du angesichts aller Völker bereitet hast,  
LUK 2:32	<p-n>@Lukas  2:32</p-n>	ein Licht zur Erleuchtung der Heiden und zur Verherrlichung deines Volkes Israel!  
LUK 2:33	<p-n>@Lukas  2:33</p-n>	Und sein Vater und seine Mutter verwunderten sich über das, was von ihm gesagt wurde.  
LUK 2:34	<p-n>@Lukas  2:34</p-n>	Und Simeon segnete sie und sprach zu Maria, seiner Mutter: Siehe, dieser ist gesetzt zum Fall und zum Auferstehen vieler in Israel und zu einem Zeichen, dem widersprochen wird  
LUK 2:35	<p-n>@Lukas  2:35</p-n>	und dir selbst wird ein Schwert durch die Seele dringen, auf daß aus vielen Herzen die Gedanken offenbar werden.  
LUK 2:36	<p-n>@Lukas  2:36</p-n>	Und es war eine Prophetin Hanna, eine Tochter Phanuels, aus dem Stamm Asser, die war hochbetagt, nachdem sie mit ihrem Manne sieben Jahre gelebt hatte nach ihrer Jungfrauschaft;  
LUK 2:37	<p-n>@Lukas  2:37</p-n>	und sie war eine Witwe von vierundachtzig Jahren; die wich nicht vom Tempel, sondern diente Gott mit Fasten und Beten Tag und Nacht.  
LUK 2:38	<p-n>@Lukas  2:38</p-n>	Auch diese trat zu derselben Stunde hinzu und pries Gott und redete von ihm zu allen, die auf Jerusalems Erlösung warteten.  
LUK 2:39	<p-n>@Lukas  2:39</p-n>	Und nachdem sie alles vollbracht hatten nach dem Gesetze des Herrn, kehrten sie zurück nach Galiläa, in ihre Stadt Nazareth.  
LUK 2:40	<p-n>@Lukas  2:40</p-n>	Das Kindlein aber wuchs und ward stark, erfüllt mit Weisheit, und Gottes Gnade war auf ihm.  
LUK 2:41	<p-n>@Lukas  2:41</p-n>	Und seine Eltern reisten jährlich am Passahfest nach Jerusalem.  
LUK 2:42	<p-n>@Lukas  2:42</p-n>	Und als er zwölf Jahre alt war, gingen sie nach Gewohnheit des Festes hinauf.  
LUK 2:43	<p-n>@Lukas  2:43</p-n>	Und als sie die Tage vollendet hatten und wieder heimkehrten, blieb der Knabe Jesus in Jerusalem; und seine Eltern wußten es nicht.  
LUK 2:44	<p-n>@Lukas  2:44</p-n>	Da sie aber meinten, er wäre unter den Gefährten, zogen sie eine Tagereise weit und suchten ihn unter den Verwandten und Bekannten.  
LUK 2:45	<p-n>@Lukas  2:45</p-n>	Und da sie ihn nicht fanden, kehrten sie wieder nach Jerusalem zurück und suchten ihn.  
LUK 2:46	<p-n>@Lukas  2:46</p-n>	Und es begab sich, nach drei Tagen fanden sie ihn im Tempel sitzend mitten unter den Lehrern, wie er ihnen zuhörte und sie fragte.  
LUK 2:47	<p-n>@Lukas  2:47</p-n>	Es erstaunten aber alle, die ihn hörten, über seinen Verstand und seine Antworten.  
LUK 2:48	<p-n>@Lukas  2:48</p-n>	Und als sie ihn sahen, entsetzten sie sich; und seine Mutter sprach zu ihm: Kind, warum hast du uns das getan? Siehe, dein Vater und ich haben dich mit Schmerzen gesucht.  
LUK 2:49	<p-n>@Lukas  2:49</p-n>	Und er sprach zu ihnen: Was habt ihr mich gesucht? Wußtet ihr nicht, daß ich sein muß in dem, was meines Vaters ist?  
LUK 2:50	<p-n>@Lukas  2:50</p-n>	Und sie verstanden das Wort nicht, das er zu ihnen sagte.  
LUK 2:51	<p-n>@Lukas  2:51</p-n>	Und er ging mit ihnen hinab und kam gen Nazareth und war ihnen untertan. Und seine Mutter behielt alle diese Worte in ihrem Herzen.  
LUK 2:52	<p-n>@Lukas  2:52</p-n>	Und Jesus nahm zu an Weisheit, Alter und Gnade bei Gott und den Menschen.   
LUK 3:1	<p-n>@Lukas  3:1</p-n>	Im fünfzehnten Jahre aber der Regierung des Kaisers Tiberius, als Pontius Pilatus Landpfleger von Judäa war und Herodes Vierfürst von Galiläa, sein Bruder Philippus aber Vierfürst der Landschaft Ituräa und Trachonitis und Lysanias Vierfürst von Abilene,  
LUK 3:2	<p-n>@Lukas  3:2</p-n>	unter den Hohenpriestern Hannas und Kajaphas, erging das Wort Gottes an Johannes, den Sohn des Zacharias, in der Wüste.  
LUK 3:3	<p-n>@Lukas  3:3</p-n>	Und er kam in die ganze Umgegend des Jordan und predigte die Taufe der Buße zur Vergebung der Sünden,  
