#no sort
GEN 6:3	<p-n>@Matalikilo 6:3</p-n>	Yahuwe wakati, ''Imuuya wangu tawukoyokkalilila mubantu kwalyoonse nkambo mbantu benyama. Bayopona kwamyaka (120) ili mwana amakkumi obile.''
GEN 6:4	<p-n>@Matalikilo 6:4</p-n>	Kwakali bantu mampumbwa munyika mazuba aayo, amazuba atobela alimwi. Eechi chakachitika aawo bana ba Leza balombe nibaka kwatana abana babantu basimbi, akuba bana ambabo. Aaba bakali balumi basinguzu bachiindi, baluumi bempuwo.
GEN 6:5	<p-n>@Matalikilo 6:5</p-n>	Jehova wakabona kuti kubisya kwabantu kwindilila munyika, alimwi kuti bunangatizi bwamizezo yamumyoyo yabo bwakali kwinkilila anembo akubisya. 
GEN 6:6	<p-n>@Matalikilo 6:6</p-n>	Jehova wakalibeteka mukuti wakali walenga bantu aanyika, alimwi zyakamuchisa mumoyo wakwe.
GEN 6:7	<p-n>@Matalikilo 6:7</p-n>	Nkenkaako Jehova wakati, ''Ndiyolobya bantu mbindakalenga kuzwa kuntandabale yenyika - ibantu abanyama, ezinyamankata ziyavula abayuni bamujulu, nkambo ndili amawuse akuti ndakabalenga.'' 
GEN 6:8	<p-n>@Matalikilo 6:8</p-n>	Pesi Nowa wakajana luzyalo kumenso a Jehova.
GEN 6:9	<p-n>@Matalikilo 6:9</p-n>	Ezi nzezintu zyakali kuchitika kazilangena a Nowa. Nowa wakali mwalumi uululeme, alimwi katakwe kampenda mubantu bamazuba akwe. Nowa wakeenda a Leza. 
GEN 6:10	<p-n>@Matalikilo 6:10</p-n>	Nowa wakaba wisi wabana balombe botatwe: Shemu, Hamu, a Jafeti.
GEN 6:11	<p-n>@Matalikilo 6:11</p-n>	Inyika yakali abubbinginizi kunembo lya Leza, alimwi yakazwide lupyopyongano. 
GEN 6:12	<p-n>@Matalikilo 6:12</p-n>	Leza wakabona nyika; amubone, yakali abusofwazi, nkambo boonse benyama bakali babbinginizya munzila zyabo anyika.
GEN 6:13	<p-n>@Matalikilo 6:13</p-n>	Leza wakati kuli Nowa, ''Ndili bwene kuti chaba chiindi chakulobya akugozya zyonse zipona, nkambo inyika yazula lupyopyongano kwinda muli mbabo. Nchoonzyo, ndiyolobya nyika. 
GEN 6:14	<p-n>@Matalikilo 6:14</p-n>	Liyakile bwato bwamusamu wa Sayipulesi. Upange twaanda mubwato, alimwi ubujale ansakizi mukati ampobuli anze. 
GEN 6:15	<p-n>@Matalikilo 6:15</p-n>	Mboobu mbotazichite: ibulamfu bwabwaato bweelede kuba myanda yotatwe yamakkiyubbiti; ibusasa bwabo bube makumi musanu bwamakkiyubbiti, alimwi bulamfu bwabo bwato bube makumi otatwe amakkiyubbiti.
GEN 6:16	<p-n>@Matalikilo 6:16</p-n>	Upange kaluli kabwaato, alimwi ukamaninsye kakali akkiyubbiti kuzwa aatala - ansonge yabbazu lyabo. Ubikke ikkoma kubbazu lyabwato alimwi uchite selelelo lyaansi, alyabili, alimwi aselelelo lyatatu. 
GEN 6:17	<p-n>@Matalikilo 6:17</p-n>	Swilila, ndamba kweeta izambangulwe lyamanzi enyika, kuti kufwe choonse chenyama chili amuuya wabuumi kuzwa munsi lyakujulu. Choonse ichili anyika chizofwa.
GEN 6:18	<p-n>@Matalikilo 6:18</p-n>	Pesi ndiyotalika chizuminano changu anduwe. Uyonjila mubwato, iwebo, abana bako, abakayintu bako, abamuka bana bako uyoba aabo. 
GEN 6:19	<p-n>@Matalikilo 6:19</p-n>	Kuzinyama zyoonse zipona zyamisyobo yonse uyobweza zibili kumisyobo yonse ukazibike mubwato, kuti zikapone anduwe, zyoonse ibeenze abazyazi.
GEN 6:20	<p-n>@Matalikilo 6:20</p-n>	Kubayuni kuzwa kumisyobo yabo boonse, alimwi akubanyama kuzwa kumisyobo yabo, akuli choonse chintu chiyavula aanyika chamusyobo wacho, izibili kumisyobo yoonse ziyoza kuli nduwe kuti ukazilele kazipona. 
GEN 6:21	<p-n>@Matalikilo 6:21</p-n>	Libunganisizye yoonse misyobo yachakulya ilyigwa uyilondole, kuchitila kuti chikabe chakulya chako ambabo.'' 
GEN 6:22	<p-n>@Matalikilo 6:22</p-n>	Alimwi Nowa wakazichita eezyo Leza nzyakamulayilila, alino wakazichita.
GEN 7:1	<p-n>@Matalikilo 7:1</p-n>	Jehova wakati kuli Nowa, ''Kweza iwebo ampuli yako, munjile mubwato, nkambo ndabona kuti muzyalane eeli ulasalala kunembo lyangu. 
GEN 7:2	<p-n>@Matalikilo 7:2</p-n>	Kubanyama boonse basalala uyoyeta bali  musanu ababili beenze alimwi musanu ababili bazyazi. Kuzwa kubanyama basofwede, kuli mbabo ukabweze babili, mwenze amuzyazi wakwe. 
GEN 7:3	<p-n>@Matalikilo 7:3</p-n>	Alimwi kubayuni bamumulengalenga, ukabweze musanu ababili beenze abazyazi bali musanu ababili, kuti kulondolwe buzyalane bwabo kubuyanza bwanyika yoonse.
GEN 7:4	<p-n>@Matalikilo 7:4</p-n>	Nkaambo mumazuba alimusanu aabili ndiyochita kuti imvula ikawe aanyika kwamazuba aali makumi oone amansiku aali makkumi aane. Ndiyolobya kuzwa abuyale bwenyika choonse chipona nchindakalenga.'' 
GEN 7:5	<p-n>@Matalikilo 7:5</p-n>	Nowa wakachita zyoonse Jehova nzyakamulayilila.
GEN 7:6	<p-n>@Matalikilo 7:6</p-n>	Nowa wakali amyaka ili myanda musanu awumwi yakuzyalwa awo izambangulwe nilyakeza anyika. 
GEN 7:7	<p-n>@Matalikilo 7:7</p-n>	Nowa, bana bakwe balombe, mukayintu wakwe, abamukabana bakwe bakanjila mubwaato boonse akambo kamanzi aazambangulwe.
GEN 7:8	<p-n>@Matalikilo 7:8</p-n>	Ibanyama ibasalala abanyama basofwede, bayuni, azyonse ziyavula aanyika, 
GEN 7:9	<p-n>@Matalikilo 7:9</p-n>	zibili zibili, mwenze amuzyazi, zyakeza kuli Nowa akunjila mubwato, mbubonya mbuli Leza mbwakalayilila Nowa. 
GEN 7:10	<p-n>@Matalikilo 7:10</p-n>	Zyakachitika kuti musule amazuba musanu aabili imanzi azambangulwe akazula enyiika.
GEN 7:11	<p-n>@Matalikilo 7:11</p-n>	Mumwaka wakuzuzya myaka myanda musanu awumwi yabuumi bwa Nowa, mumwezi wabili, wabuzuba bwakkumi amusanu amazuba obile mumwezi ooyo, muzuba ndilyo elyo, imibanzo yoonse yabunike bupati bwakaanduka bwajulika, alimwi impulunguzyo zyajulu zyakajulika. 
GEN 7:12	<p-n>@Matalikilo 7:12</p-n>	Imvula yakatalika alimwi yakawa aanyika kwamazuba makkumi aane amansiku aali makkumi aane.
GEN 7:13	<p-n>@Matalikilo 7:13</p-n>	Mubuzuba mbubobo Nowa abana bakwe balombe, Shemu, Hamu, a Jafeti, amukaintu wa Nowa, abakayintu babana bakwe botatwe kabali antoomwe, bakanjila mubwaato. 
GEN 7:14	<p-n>@Matalikilo 7:14</p-n>	Bakanjila boonse antomwe awumwi munyama mbuli mumisyobo yabo, alimwi awumwi musyobo wazivuubwa mbuli musyobo wazyo, alimwi achimwi chintu chiyavula chakali kuyavula anyika mbuli musyobo wazyo,awumwi musyobo wazyuuka chili amabaaba.
GEN 7:15	<p-n>@Matalikilo 7:15</p-n>	Izibili kulizyoonse zyenyama izyakali zyamuuya wabuumi zyakaza kuli Nowa alimwi zyakanjila mubwato. 
GEN 7:16	<p-n>@Matalikilo 7:16</p-n>	Ibanyama bakanjila bakali beenze abazyazi bamisyobo yoonse; zyakanjila mbuli Leza mbwakali wamulayilila. Mpawo Jehova wakajala ikkoma musule lyabo.
GEN 7:17	<p-n>@Matalikilo 7:17</p-n>	Mpawo izambangulwe lyakasika anyika kwamazuba makumi oone, alimwi maanzi akavula alimwi akanyampula bwaato akubutola ajulu anyika. 
GEN 7:18	<p-n>@Matalikilo 7:18</p-n>	Imaanzi akasinsinkania kuvumba nyika, alimwi bwaato bwakayibuka aatala lyamuyaba wamaanzi.
GEN 7:19	<p-n>@Matalikilo 7:19</p-n>	Imaanzi akatanta kuvulisya anyika chakuti zyoonse zilundu zilamfu zyakali munsi lyamulengalenga zyakavumbwa. 
GEN 7:20	<p-n>@Matalikilo 7:20</p-n>	Maanzi akatanta kwamakkiyubbiti kkumi amusanu aatala lyansonge yazilundu.
GEN 7:21	<p-n>@Matalikilo 7:21</p-n>	Zyoonse zintu zipona ezyo zyakali kweenda aanyika zyakafwa - bayuni, zivuubwa, banyama bamulusaka, zyoonse zinyamankala zipona izyakali kupona mubwiingi bwamweelo wanyika, aboonse bantu. 
GEN 7:22	<p-n>@Matalikilo 7:22</p-n>	Boonse banyamankala bapona ibakali kupona anyika, aabo bakayoya muuya wabuumi, kuzwa mumpemo zyabo, bakafwa.
GEN 7:23	<p-n>@Matalikilo 7:23</p-n>	Nkokwamba kuti choonse chintu chipona ichakali aatala anyika chakakukululwa chaloba, bantu abanyama ezintu ziyavula abayuni bamumulengalenga. Zyoonse zyakaloba kuzwa aanyika. Nowa biyo abaabo mbakali aabo mubwaato mbibakachaala. 
GEN 7:24	<p-n>@Matalikilo 7:24</p-n>	Imaanzi akakkala aanyika kwamazuba mwaanda amakkumi musanu
GEN 8:1	<p-n>@Matalikilo 8:1</p-n>	Leza wakayibaluka Nowa, abanyama bamusokwe boonse, azivuubwa zyoonse nzyakali aazyo mubwaato. Leza wakachita luuwo kuti luunge aajulu lyanyika, lino manzi akasanguna kuyuminina ansi. 
GEN 8:2	<p-n>@Matalikilo 8:2</p-n>	Tusawu tunikide amilyango yamujulu yakajalwa, mpawo yakayimikila kuwa. 
GEN 8:3	<p-n>@Matalikilo 8:3</p-n>	Maanzi azambangulwe akalikuya buyuminina bunini bunini kuzwa aanyika, lino kumamanino aamazuba ali mwaanda amakumi musanu maanzi akalikuya buyuminina ansi.
GEN 8:4	<p-n>@Matalikilo 8:4</p-n>	Bwaato bwakaboola bwakkala mumweezi wamusanu ayibili, mubuzuba bwakkumi amusanu aabili bwamweezi, aatala azilundu zya Alalati. 
GEN 8:5	<p-n>@Matalikilo 8:5</p-n>	Maanzi akeendelelela kuyosa ansi kusikila mumweezi wakkumi. Mubuzuba butaanzi, mitwe yazilundu yakaboneka.
GEN 8:6	<p-n>@Matalikilo 8:6</p-n>	Kwakaba kuti kumazuba ali makumi aane Nowa wakajula zipulunguzyo zyabwaato mbwaakachita. 
GEN 8:7	<p-n>@Matalikilo 8:7</p-n>	Wakatuma chikwangala mpawo wakawuluka wakayinka kajokela kusikila maanzi ayuminina munyika.
GEN 8:8	<p-n>@Matalikilo 8:8</p-n>	Mpawo wakatuma nziba kuyoobona na maanzi akayuminina kuzwa aatala lyanyika, 
GEN 8:9	<p-n>@Matalikilo 8:9</p-n>	pesi nziba teyakajana busena pe bwakukkazika kuulu kwayo, alimwi yakaboola kuli nguwe mubwaato, nkaambo maanzi akachilivumbide nyika yoonse. Wakatandabika kuboko kwakwe, mpawo wakiibweza akwiileta akwiinjizya mubwaato anguwe.
GEN 8:10	<p-n>@Matalikilo 8:10</p-n>	Wakalinda ambi mazuba alimusanu aabili alimwi alubo wakatuma nziba kuzwa mubwato; 
GEN 8:11	<p-n>@Matalikilo 8:11</p-n>	"Nziba yakabweeda kulinguwe igolezya. Boona kumulomo wakwe kuli itu ite lyamu oliva lyakatyoolwa.Lino Nowa wakaziba kuti maanzi akayuminina aansi anyika. 
GEN 8:12	<p-n>@Matalikilo 8:12</p-n>	Wakalinda aambi mazuba alimusanu aabili, alimwi watuma nziba lubo aanze.Teyakaboola lubo kulinguwe.
GEN 8:13	<p-n>@Matalikilo 8:13</p-n>	Nichakaba myaanda  ilimusanu awuumwi mumwaaka wakusanguna, mumwezi wakusanguna, mubuzuba butaanzi bwa mwezi, maanzi mpakayuminina kuzwa anyika. Nowa wakavununa chakalivumbisizye bwaato, walanga aanze, akubona kuti, mubone busyu bwanyika bwakali bwayuma. 
GEN 8:14	<p-n>@Matalikilo 8:14</p-n>	Mumwezi wabili, mumazuba amakumi aabili amusanu aabili bwamweezi nyika yakali yayuma.
GEN 8:15	<p-n>@Matalikilo 8:15</p-n>	Leza wakati kuli Nowa, 
GEN 8:16	<p-n>@Matalikilo 8:16</p-n>	"Kuzwa aanze aabwaato, webo, mwanakazi wako, bana bako abanakazi, babana bako mbumuli aabo. 
GEN 8:17	<p-n>@Matalikilo 8:17</p-n>	Gusya aanze chinyama choonse chamusyobo woonse nchulaacho -------- bayuni, banyama, azyoonse zintu ziyavula eezyo ziyavula anyika kwitila kuti zivulisye loko anyika kuti zizyalaane akuvuzyaana akati kanyika".
GEN 8:18	<p-n>@Matalikilo 8:18</p-n>	Aboobo Nowa wakazwa aanze abana bakwe, amwanakazi wakwe, abanakazi babana bakwe, mbakali aabo. 
GEN 8:19	<p-n>@Matalikilo 8:19</p-n>	Choonse chinyama chipona, choonse chintu chiyavula, amuyuni woonse, zyoonse zyeenda anyika mukweenda mumisyobo yazyo, zyakazwa mubwaato.
GEN 8:20	<p-n>@Matalikilo 8:20</p-n>	Nowa wakayaka chipayililo cha Jehova. Wakabweza bamwi banyama basalala abayuni bamwi basalala, akupayizya chipayizyo chakuumpa aachipayililo. 
GEN 8:21	<p-n>@Matalikilo 8:21</p-n>	Jehova wakabotelwa kununkilila kwa aloma mpawo wakati mumoyo wakwe, "Nsikatuki limbi nyika ankaambo kabantu, nekuba kuti makanze amyoyo yabo mabi kuzwa kubunini. Nekuba kujeya zyoonse zipona, mbuli mbundakachita. 
GEN 8:22	<p-n>@Matalikilo 8:22</p-n>	Mbubonya nyika kichiliwo, chiindi chambuto  akutebula ,chakutontola akupya, miinza akulwaka, sikati amansiku tazikoyoomana.
GEN 9:1	<p-n>@Matalikilo 9:1</p-n>	Mpawo Leza wakalongezya Nowa abana bakwe, alimwi wakati kuli mbabo, "Amuzyalisye, muvule, alimwi muzuzye nyika. 
GEN 9:2	<p-n>@Matalikilo 9:2</p-n>	Kuyoosya kwako akukankamya kwako kuyooba aatala aazinyama zyoonse zyamunyika, aatala abayuni bakujulu, aatala azyuuka ziyavula aanyika, aatala answi zyoonse zyamulwizi. Zyapegwa mumaboko aako.
GEN 9:3	<p-n>@Matalikilo 9:3</p-n>	Zintu zyoonse zyeenda zipona ziyooba chakulya chako. Mbuli mbundakupa zibyalo zyakamweemvwe, ndakupa lino zyoonse. 
GEN 9:4	<p-n>@Matalikilo 9:4</p-n>	Pesi iwe toyelede kulya nyama abuumi bwayo- buli mulinjiyo.
GEN 9:5	<p-n>@Matalikilo 9:5</p-n>	Pesi bulowa bwako, buumi buli mubulowa bwako, ndayanda mbadalo. Kuzwa kujaanza lyamunyama ndiyooliyanda. Kuzwa kujaanza lyakufumbwa muntu ooyo, kuzwa kuluboko lwajaya mwana wakwabo, ndiyoyanda bupanduluzi aatala abuumi bwamuntu ooyo. 
GEN 9:6	<p-n>@Matalikilo 9:6</p-n>	Ooyo utila bulowa bwamuntu kwiinda kumuntu bulowa bwakwe buyoolilwa nkaambo kwali muchiimo cha Leza  kuli wakalenga muntu. 
GEN 9:7	<p-n>@Matalikilo 9:7</p-n>	Mbuli nduwe, zyalisya muvule, zuzya nyika yoonse akuvula mulinjiyo."
GEN 9:8	<p-n>@Matalikilo 9:8</p-n>	Mpawo Leza wakambuula kuli Nowa akubana bakwe balombe mbakali aabo, wakati, 
GEN 9:9	<p-n>@Matalikilo 9:9</p-n>	"Mbuli ndime, swiilila! Ndiyoozuzukizya chizuminano anduwe alunyungu lwako lukutobela, 
GEN 9:10	<p-n>@Matalikilo 9:10</p-n>	alimwi azyuuka zyoonse zipona zili aanduwe, abayumi, zivuubwa, azilengwa zyaansi zili aanduwe, kuli zyoonse zyakazwa mubwaato, kuyoosika kuzilenge zili munyika.
GEN 9:11	<p-n>@Matalikilo 9:11</p-n>	Ndilaano kuzuzukizya chizuminano changu anduwe, takukwe limbi aawo nyama yoonse niyonyonoyonwa ameenda azambangulwe. Takuchiyoobi limbi zambangulwe liyoonyonyoona nyika." 
GEN 9:12	<p-n>@Matalikilo 9:12</p-n>	Leza wakati, "Eechi nchitondeezyo chechizuminano nchilikuchita akati kangu anduwe azyuuka zyoonse nzyolaazyo, alunyungu loonse lutobela. 
GEN 9:13	<p-n>@Matalikilo 9:13</p-n>	Ndabika fulichoongwe wangu kumayoba. Alimwi chiyooba chitondeezyo chachizuminano akati  kangu anyika.
GEN 9:14	<p-n>@Matalikilo 9:14</p-n>	Kuyooba kuti ndakwela muyoba atala aanyika alimwi fulichoongwe uyoolibonia kumayoba. 
GEN 9:15	<p-n>@Matalikilo 9:15</p-n>	Elyo ndiyoyibulukwa chizuminano, eecho chili aakati kangu anduwe azyuuka zipona zyanyama yoonse. Maanzi tachiyoobi zambangulwe kukunyonyoona nyama yoonse.
GEN 9:16	<p-n>@Matalikilo 9:16</p-n>	Fulichoongwe uyooba kumayoba alimwi ndiyomubona, kuti ndikayibulukwe chizuminano chitamani aakati ka Leza azyuuka zipona zyoonse zyanyama yoonse eezyo zili aanyika." 
GEN 9:17	<p-n>@Matalikilo 9:17</p-n>	Mpawo Leza wakati kuli Nowa, "Eechi nchitondeezyo chachizuminano nchindazuzukizya aakati kangu anyama yoonse ilaanyika."
GEN 9:18	<p-n>@Matalikilo 9:18</p-n>	Bana balombe ba Nowa bakazwa mubwaato bakali Syemu, Hamu, a Jafeti. Hamu wakali wisi wa Kkenani. 
GEN 9:19	<p-n>@Matalikilo 9:19</p-n>	Aaba botatwe bana balombe ba Nowa, alimwi kuzwa kulaaba nyika yoonse yazulila.
GEN 9:20	<p-n>@Matalikilo 9:20</p-n>	Nowa wakatalika kuba mulimi alimwi wakabyala chilili. 
GEN 9:21	<p-n>@Matalikilo 9:21</p-n>	Wakanywa umwi wayini alimwi wakakolwa, wakalilede katazweete mutente lyakwe.
GEN 9:22	<p-n>@Matalikilo 9:22</p-n>	Mpawo Hamu, wisi waba Kkenani, wakabona chintanda chawisi akwaambila bana bakwabo bobile aanze. 
GEN 9:23	<p-n>@Matalikilo 9:23</p-n>	Aboobo Syemu a Jafeti bakabweza mulembo akuubika  aamakwiiko aabo boonse, akweenda chifunda sule alimwi bavumba chintanda chawisi, masyu aabo kalangide kumbi, aboobo tebakabona chintanda chawisi.
GEN 9:24	<p-n>@Matalikilo 9:24</p-n>	Mpawo Nowa nakabuka kukukolwa kwakwe, wakayiya nzyakachitilwa amwana wakwe mulombe munini. 
GEN 9:25	<p-n>@Matalikilo 9:25</p-n>	Aboobo wakati, ulitukidwe Kkenani. Ngabe mulanda kubalanda bamukulana."
GEN 9:26	<p-n>@Matalikilo 9:26</p-n>	Wakati lubo, "Ikaka Jehova, Leza wa Syemu, ngalongezegwe, alimwi kaka Kkenani ngabe mulanda wakwe. 
GEN 9:27	<p-n>@Matalikilo 9:27</p-n>	Ikaka Leza ngayungizye busena bwa Jafeti, alimwi chite muunzi wakwe mumatente a Syemu. Ikaka Kkenani ngabe mulanda wakwe."
GEN 9:28	<p-n>@Matalikilo 9:28</p-n>	Musule aazambangulwe Nowa wakapona myaaka ili myaanda yotatwe amakumi musanu. 
GEN 9:29	<p-n>@Matalikilo 9:29</p-n>	Mazuba woonse a Nowa aakali myaka ili myaanda musanu ayine amakumi musanu, alimwi wakafwa.
GEN 10:1	<p-n>@Matalikilo 10:1</p-n>	Aaba bakali balunyungu lwabana ba Nowa, bategwa, Syemu, Hamu, a Jafeti. Bana bakazyalwa kulimbabo musule lyazambangulwe.
GEN 10:2	<p-n>@Matalikilo 10:2</p-n>	Bana ba Jafeti mbaba Goma, Magogi, Madayi, Javani, Tubbalu, Misyeki, a Tilasi. 
GEN 10:3	<p-n>@Matalikilo 10:3</p-n>	Bana ba Goma mbaba Asyakenazi, Lipati, a Togama. 
GEN 10:4	<p-n>@Matalikilo 10:4</p-n>	Bana ba Jovani mbaba Elisya, Tasyisyu, Kkitimu, a Dodanimu. 
GEN 10:5	<p-n>@Matalikilo 10:5</p-n>	Kuzwa kutusuwa bantu bakaanzanisigwa mpawo bakayinka kunyika zyabo, umwi awumwi amulaka wakwe, mbulikuluzubo lwabo, kuzisi zyabo.
GEN 10:6	<p-n>@Matalikilo 10:6</p-n>	Bana ba Hamu mbaba Kusyi, Mizilayimu, Puti a Kkenani. 
GEN 10:7	<p-n>@Matalikilo 10:7</p-n>	Bana ba Kkusyi mbaba Sebba, Havila, Sabbata, Lama, a Sabbuteka. Bana ba Lama mbaba Syebba a Dedani.
GEN 10:8	<p-n>@Matalikilo 10:8</p-n>	Kkusyi wakaba wisi wa Nimulodi, wakaba mutaanzi kuba muzundi anyika. 
GEN 10:9	<p-n>@Matalikilo 10:9</p-n>	Wakali muvwimi singuzu kunembo lya Jehova. Ncheenchicho nchikwambwa kuti, "Mbulu Nimulodi, singuzu muvwimi kunembo lya Jehova. 
GEN 10:10	<p-n>@Matalikilo 10:10</p-n>	Busena butaanzi bwabwami bwakwe bwakali  Bbabbiloni, Uluki, Akkadi, a Kkalune, munyika ya Syina.
GEN 10:11	<p-n>@Matalikilo 10:11</p-n>	Kuzwa kunyika wakiinka ku Asiliya wakuyaka Ninivu, Lehobboti, Ayili, Kkala, 
GEN 10:12	<p-n>@Matalikilo 10:12</p-n>	a Luseni, chakali aakati ka Ninivu aKkala. Wakali muunzi mupati. 
GEN 10:13	<p-n>@Matalikilo 10:13</p-n>	Mizilayimu wakaba wisi wa Luditi ba Anamiti, ba Lehabbiti, ba Naputuhiti, 
GEN 10:14	<p-n>@Matalikilo 10:14</p-n>	ba Patulusiti, ba Kkasiluhiti (ooko Mafilisitiya nkwakazwa)  aba Kkafutoli.
GEN 10:15	<p-n>@Matalikilo 10:15</p-n>	Kkenani wakaba wisi wa Sidoni, mwana wakwe mutaanzi, aba Heti,  
GEN 10:16	<p-n>@Matalikilo 10:16</p-n>	Alubo ba Jebbusi, aba Ampoli, aba Gigasyi, 
GEN 10:17	<p-n>@Matalikilo 10:17</p-n>	ba Hiviti, aba Akkiti, aba Sinati, aba 
GEN 10:18	<p-n>@Matalikilo 10:18</p-n>	Avadi, aba Zemali, mpawo aba Hamati. Kusule lyaluzubo lwaba Kkenani bakazulila koonse.
GEN 10:19	<p-n>@Matalikilo 10:19</p-n>	Kumugaano waba Kkenani wakali kuzwa ku Sidoni, kulangide ku Gela, kule mbuli ku Gaza, mpawo mbuli umwi mbayinka kunembo lya Sodomu, Gomola, Adina, a Zebboyimu, mbuli kule mbuli ku Lasya. 
GEN 10:20	<p-n>@Matalikilo 10:20</p-n>	Aaba bakali bana ba Hamu, kuluzubo lwabo, kumulaka wabo mumanyika aabo alubo amuzisi zyabo.
GEN 10:21	<p-n>@Matalikilo 10:21</p-n>	Alubo bana bakazyalwa kuli Syemu, mukulana wa Jafeti. Syemu alakwe wakali syanyinakulu wabantu boonse ba Ebba. 
GEN 10:22	<p-n>@Matalikilo 10:22</p-n>	Bana ba Syemu mbaba Elamu, Asya, Alifazadi, Ludi, a Alamu. 
GEN 10:23	<p-n>@Matalikilo 10:23</p-n>	Bana ba Alamu mbaba Uzi, Hulu, Geta a Misyekki.
GEN 10:24	<p-n>@Matalikilo 10:24</p-n>	Alifazadi wakaba wisi wa Syela, alimwi Syela wakaba wisi wa Ebba. 
GEN 10:25	<p-n>@Matalikilo 10:25</p-n>	Ebba wakali abana babili. Zina lyawumwi wakali Pelegi, kumazuba aakwe nyika yakali yanzeene, zina lyamukulana wakwe wali Jokkitani.
GEN 10:26	<p-n>@Matalikilo 10:26</p-n>	Jokkitani wakaba wisi wa Alumodadi, Syelefu, Hazalimaveti, Jela, 
GEN 10:27	<p-n>@Matalikilo 10:27</p-n>	Hadolamu, Uzalu, Dikkila, 
GEN 10:28	<p-n>@Matalikilo 10:28</p-n>	Obbalu, Abbimayelu, Syebba, 
GEN 10:29	<p-n>@Matalikilo 10:29</p-n>	Ofili, Havila, a Jobbabbu. Boonse aaba bakali bana ba Jokkitamu.
GEN 10:30	<p-n>@Matalikilo 10:30</p-n>	Busena bwabo bwakalikuzwa ku Mesya, woonse musinzo kusikila ku Sefa, chilundu chakujwe. 
GEN 10:31	<p-n>@Matalikilo 10:31</p-n>	Aaba bakali bana ba Syemu, mbuli kuluzubo lwabo akumulaka wabo, munyika zyabo mbuli muzisi zyabo.
GEN 10:32	<p-n>@Matalikilo 10:32</p-n>	Aaba bakali baluzubo lwabana ba Nowa, mbuli kumazyalane, kuzisi zyabo. Kuzwa kuzisi bakaanzanisigwa akwiinka atala lyanyika nikwakamana zambangulwe.
GEN 11:1	<p-n>@Matalikilo 11:1</p-n>	Lino nyika yoonse yakali kubelesya mulaka uumwi alimwi amabala akozyene.  
GEN 11:2	<p-n>@Matalikilo 11:2</p-n>	Mbuli mbubakeenda kujwe bakajana nyika ntandabale munyika ya Sinala alimwi bakakkala nkuko .
GEN 11:3	<p-n>@Matalikilo 11:3</p-n>	Bakati kuli umwi awumwi, "Musike, atuchite zitina akuzyuumpa changuzu." Bakaba azitina kutali mabwe amulambo mbuli chiyasyo. 
GEN 11:4	<p-n>@Matalikilo 11:4</p-n>	Bakati, "Musike tuliyakile muunzi ang'anda ndafu, kaluli kayo kayoosika kujulu, alimwi tulichitile zina lyesu. Natetwachita, tulaanzanisigwa anyika yoonse."
GEN 11:5	<p-n>@Matalikilo 11:5</p-n>	Aboobo Jehova wakasika kuzoobona muunzi ang'anda ndamfu yakayakwa aazyalane lya Adamu. 
GEN 11:6	<p-n>@Matalikilo 11:6</p-n>	Jehova wakati, "Mulange mbantu bamwi bali amulaka umwi alimwi basanguna kuchita eezi, lino taakwe zibayooyanda kuchita zitakakachile kuzwidilila kulimbabo. 
GEN 11:7	<p-n>@Matalikilo 11:7</p-n>	Musike atwiinke ansi alimwi tukanyonyonganie mulaka wabo nkukonya kuchitila kuti batakamvwanaani chabochabo."
GEN 11:8	<p-n>@Matalikilo 11:8</p-n>	Lino Jehova wakabanzaania kuzwa awo munyika yoonse alimwi bakaleka kuyaka muunzi. 
GEN 11:9	<p-n>@Matalikilo 11:9</p-n>	Nkikaako zina lyawo lyakalikutegwa Bbabbelu nkaambo ooko Jehova wakanyonyonganya mulaka wanyika yoonse alimwi kuzwa aawo Jehova wakabaanzania atala anyika yoonse.
GEN 11:10	<p-n>@Matalikilo 11:10</p-n>	Eeli lyakali zyalane lya Syemu. Syemu wakali amyaaka ili myaanda alimwi wakaba wisi wa Alifozadi nikwakayinda myaaka iibili kuzwa kuzambangulwe. 
GEN 11:11	<p-n>@Matalikilo 11:11</p-n>	Syemu wakapona myaaka ili myaanda musanu kali waba wisi wa Alifozadi. Nkwakaba lubo wisi wabambi balombe abasimbi.
GEN 11:12	<p-n>@Matalikilo 11:12</p-n>	Chiindi Alifozadi nakapona myaaka mukumi aatatu amusanu, wakaba wisi wa Syla. 
GEN 11:13	<p-n>@Matalikilo 11:13</p-n>	Alifozadi wakapona myaaka ili myaanda iine ayitatu kali waba wisi wa Syela. Wakaba lubo wisi wabambi balombe abasimbi.
GEN 11:14	<p-n>@Matalikilo 11:14</p-n>	Elyo Syela nakapona kwa myaaka makumi aatatu, wakaba wisi wa Ebbeli. 
GEN 11:15	<p-n>@Matalikilo 11:15</p-n>	Syela wakakkala myaaka myaanda ine ayitatu kali waba wisi wa Ebbeli. Wakaba lubo wisi wabambi balombe abasimbi.
GEN 11:16	<p-n>@Matalikilo 11:16</p-n>	Elyo Ebbeli wakapona kwamyaaka ili makumi aatatu ayine wakaba wisi wa Pelegi. 
GEN 11:17	<p-n>@Matalikilo 11:17</p-n>	Ebbeli nakapona kwamyaaka myaanda yone amakumi aatatu kali waba wisi wa Pelegi.Wakaba lubo wisi wabambi balombe abasimbi.
